region,upazila,area_ha,annual_crop_ha,single_cropped_ha,double_cropped_ha,triple_cropped_ha,quadruple_cropped_ha,other_ha,net_cropped_ha,cropping_intensity_pct,source,adm3_name,district,lat,lon
Comilla,Burichang,16376.0,30.0,200.0,5880.0,5300.0,0.0,110.0,11520.0,244.0,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Burichang,Comilla,23.5337,91.117
Comilla,Chauddagram,27730.0,30.0,3730.0,12980.0,1610.0,10.0,120.0,18480.0,188.0,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Chauddagram,Comilla,23.2203,91.2804
Comilla,Chandina,19804.0,80.0,760.0,4785.0,6205.0,340.0,110.0,12280.0,250.0,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Chandina,Comilla,23.4459,90.9465
Comilla,Com.Adarsha,12269.0,10.0,5120.0,2130.0,0.0,0.0,100.0,7360.0,129.0,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Comilla Adarsha Sadar,Comilla,23.4699,91.1712
Comilla,Com.South,24073.0,80.0,600.0,9120.0,6600.0,450.0,130.0,16980.0,240.0,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",,,,
Comilla,Daudkandi,21021.0,180.0,8200.0,6030.0,230.0,0.0,140.0,14780.0,144.0,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Daudkandi,Comilla,23.5027,90.7731
Comilla,Debidwar,23836.0,100.0,525.0,4435.0,10050.0,270.0,120.0,15500.0,265.0,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Debidwar,Comilla,23.5783,90.9979
Comilla,Homna,13279.0,50.0,2500.0,7045.0,210.0,0.0,95.0,9900.0,176.0,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Homna,Comilla,23.6791,90.8128
Comilla,Nangolkot,22595.0,20.0,1900.0,7400.0,5160.0,750.0,90.0,15320.0,231.0,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Nangalkot,Comilla,23.1401,91.2093
Comilla,Laksam,15652.0,20.0,4310.0,980.0,4780.0,30.0,100.0,10220.0,205.0,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Laksam,Comilla,23.2388,91.1053
Comilla,Meghna,9455.0,10.0,2100.0,4860.0,0.0,0.0,130.0,7100.0,170.0,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Meghna,Comilla,23.6248,90.6909
Comilla,Monoharganj,15940.0,30.0,6260.0,3915.0,115.0,0.0,110.0,10430.0,140.0,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Manoharganj,Comilla,23.1402,91.067
Comilla,Muradnagar,34093.0,150.0,2630.0,15870.0,4980.0,0.0,120.0,23750.0,209.0,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Muradnagar,Comilla,23.6776,90.9437
Comilla,Titas,11465.0,10.0,4970.0,2010.0,150.0,0.0,170.0,7310.0,132.0,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198",Titas,Comilla,23.5897,90.797
Chittagong,Anwara,16413.0,40.0,1520.0,4210.0,2540.0,0.0,130.0,8440.0,212.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Anowara,Chittagong,22.2026,91.8812
Chittagong,Banshkhali,39000.0,680.0,2890.0,9550.0,4520.0,0.0,140.0,17780.0,205.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Banshkhali,Chittagong,22.0147,91.9402
Chittagong,Boalkhali,13753.0,10.0,2600.0,3270.0,200.0,0.0,130.0,6210.0,160.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Boalkhali,Chittagong,22.377,91.9701
Chittagong,Chandanaish,20199.0,410.0,2230.0,3190.0,3910.0,0.0,120.0,9860.0,213.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Chandanaish,Chittagong,22.2122,92.0635
Chittagong,Fatikchhari,75676.0,660.0,12010.0,8950.0,300.0,0.0,140.0,22060.0,144.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Fatikchhari,Chittagong,22.7563,91.7472
Chittagong,Hathazari,25506.0,670.0,3100.0,6450.0,0.0,0.0,100.0,10320.0,163.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Hathazari,Chittagong,22.5287,91.7971
Chittagong,Lohagara,25887.0,150.0,2200.0,8170.0,300.0,0.0,130.0,10950.0,181.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Lohagara,Chittagong,21.9862,92.111
Chittagong,Mirsharai,48800.0,110.0,10800.0,3590.0,8550.0,0.0,110.0,23160.0,190.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Mirsharai,Chittagong,22.81,91.5502
Chittagong,Patiya,31647.0,180.0,6350.0,4470.0,2550.0,0.0,130.0,13680.0,171.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Patiya,Chittagong,22.292,91.964
Chittagong,Rngunia,34775.0,300.0,6100.0,10780.0,1200.0,0.0,120.0,18500.0,172.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Rangunia,Chittagong,22.465,92.0666
Chittagong,Rauzan,24300.0,60.0,4000.0,7700.0,520.0,0.0,130.0,12410.0,171.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Raozan,Chittagong,22.5208,91.917
Chittagong,Sandwip,38800.0,1490.0,12270.0,3910.0,6445.0,0.0,125.0,24240.0,170.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Sandwip,Chittagong,22.4912,91.491
Chittagong,Satkania,28240.0,220.0,2800.0,8890.0,710.0,0.0,100.0,12720.0,182.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Satkania,Chittagong,22.1045,92.0605
Chittagong,Sitakunda,48400.0,200.0,1350.0,5100.0,3040.0,0.0,110.0,9800.0,215.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Sitakunda,Chittagong,22.5588,91.6828
Chittagong,Chakaria,50300.0,370.0,900.0,12270.0,7810.0,50.0,170.0,21570.0,231.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Chakaria,Cox's Bazar,21.7402,92.0524
Chittagong,CoxBazar,19965.0,440.0,550.0,8605.0,210.0,0.0,135.0,9940.0,192.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Cox's Bazar Sadar,Cox's Bazar,21.5056,92.0347
Chittagong,Kutubdia,15102.0,0.0,150.0,400.0,2755.0,0.0,95.0,3400.0,279.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Kutubdia,Cox's Bazar,21.8378,91.8625
Chittagong,Maheskhali,38850.0,1610.0,1110.0,7510.0,10.0,0.0,120.0,10360.0,174.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Maheshkhali,Cox's Bazar,21.6094,91.9218
Chittagong,Pekua,13968.0,50.0,0.0,4695.0,3125.0,0.0,180.0,8050.0,239.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Pekua,Cox's Bazar,21.8182,91.9527
Chittagong,Ramu,39171.0,150.0,940.0,8950.0,315.0,0.0,145.0,10500.0,193.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Ramu,Cox's Bazar,21.4408,92.1211
Chittagong,Teknaf,34938.0,520.0,8000.0,2630.0,200.0,0.0,120.0,11470.0,127.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Teknaf,Cox's Bazar,20.9961,92.2224
Chittagong,Ukhia,26180.0,690.0,1600.0,7620.0,50.0,0.0,130.0,10090.0,178.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Ukhia,Cox's Bazar,21.2295,92.1159
Chittagong,Chhagalnaiya,13579.0,70.0,2600.0,7725.0,50.0,0.0,125.0,10570.0,175.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Chhagalnaiya,Feni,23.017,91.507
Chittagong,Dagonbhuiyan,14771.0,50.0,3250.0,6130.0,700.0,0.0,120.0,10250.0,174.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Daganbhuiyan,Feni,22.9706,91.2997
Chittagong,Feni,31680.0,50.0,1000.0,14270.0,1350.0,0.0,130.0,16800.0,202.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Feni Sadar,Feni,22.99,91.4159
Chittagong,Fulgazi,10492.0,30.0,1800.0,5210.0,0.0,0.0,90.0,7130.0,174.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Fulgazi,Feni,23.118,91.4425
Chittagong,Parshuram,9918.0,60.0,2050.0,4290.0,160.0,0.0,100.0,6660.0,170.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Parshuram,Feni,23.2013,91.4397
Chittagong,Sonagazi,28500.0,20.0,5600.0,12160.0,2550.0,0.0,190.0,20520.0,185.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Sonagazi,Feni,22.8655,91.395
Chittagong,Kamalnagar,31500.0,80.0,0.0,3450.0,18000.0,0.0,150.0,21680.0,283.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Kamalnagar,Lakshmipur,22.7677,90.8653
Chittagong,Lakshmipur,48845.0,70.0,2000.0,19450.0,4450.0,0.0,150.0,26120.0,209.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Lakshmipur Sadar,Lakshmipur,22.9239,90.8684
Chittagong,Ramganj,16932.0,50.0,3950.0,6590.0,590.0,0.0,120.0,11300.0,169.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Ramganj,Lakshmipur,23.0989,90.8726
Chittagong,Ramgati,37500.0,100.0,150.0,4020.0,19650.0,0.0,280.0,24200.0,281.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Ramgati,Lakshmipur,22.6654,90.9468
Chittagong,Raipur,26260.0,100.0,300.0,12700.0,2745.0,450.0,305.0,16600.0,220.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",,,,
Chittagong,Begumganj,23766.0,20.0,15000.0,1300.0,0.0,0.0,100.0,16420.0,108.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Begumganj,Noakhali,22.9306,91.0952
Chittagong,Chatkhil,13395.0,80.0,7870.0,160.0,40.0,0.0,80.0,8230.0,103.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Chatkhil,Noakhali,23.0538,90.9639
Chittagong,Companiganj,32400.0,50.0,8200.0,13835.0,305.0,0.0,110.0,22500.0,165.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Companiganj,Noakhali,22.7825,91.2735
Chittagong,Hatiya,210137.0,40.0,8000.0,25800.0,21500.0,0.0,150.0,55490.0,224.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Hatiya,Noakhali,22.2431,91.1116
Chittagong,Kabirhat,23924.0,30.0,7200.0,4405.0,110.0,0.0,125.0,11870.0,139.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Kabirhat,Noakhali,22.8133,91.1999
Chittagong,Noakhali,33621.0,1200.0,7150.0,9750.0,6460.0,0.0,140.0,24700.0,192.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Boalkhali,Chittagong,22.377,91.9701
Chittagong,Senbag,15937.0,80.0,1840.0,7760.0,750.0,0.0,150.0,10580.0,189.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Senbagh,Noakhali,22.9924,91.2121
Chittagong,Sonaimuri,17353.0,20.0,10350.0,70.0,200.0,0.0,130.0,10770.0,104.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Sonaimuri,Noakhali,23.0262,91.0777
Chittagong,Subarnachar,57600.0,20.0,11300.0,21670.0,4850.0,0.0,130.0,37970.0,183.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Systems in Chittagong Region', doi:10.3329/brj.v21i2.38199",Subarnachar,Noakhali,22.637,91.1277
Dhaka,Dhamrai,30740.0,100.0,500.0,15580.0,5910.0,0.0,110.0,22200.0,224.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Dhamrai,Dhaka,23.9371,90.1414
Dhaka,Dohar,12169.0,30.0,3040.0,2130.0,770.0,0.0,160.0,6130.0,161.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Dohar,Dhaka,23.6009,90.1093
Dhaka,Keraniganj,16697.0,530.0,1200.0,4530.0,2900.0,0.0,170.0,9330.0,213.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Keraniganj,Dhaka,23.6935,90.3443
Dhaka,Nawabganj,24481.0,20.0,6830.0,6520.0,2840.0,0.0,110.0,16320.0,175.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Nawabganj,Dhaka,23.6735,90.1608
Dhaka,Savar,28013.0,60.0,6400.0,4230.0,3310.0,0.0,160.0,14160.0,178.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Savar,Dhaka,23.8811,90.2807
Dhaka,Gazipur sadar,43363.0,2000.0,4900.0,8665.0,3170.0,0.0,165.0,18900.0,180.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Gazipur Sadar,Gazipur,24.0141,90.3962
Dhaka,Kapasia,35698.0,3500.0,5700.0,9150.0,1140.0,0.0,110.0,19600.0,159.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kapasia,Gazipur,24.1472,90.5999
Dhaka,Kaliakair,31114.0,690.0,5285.0,5520.0,1680.0,0.0,165.0,13340.0,167.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kaliakair,Gazipur,24.1033,90.2645
Dhaka,Kaliganj,2153.0,360.0,6950.0,3870.0,1150.0,0.0,130.0,12460.0,150.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kaliganj,Gazipur,23.9642,90.5549
Dhaka,Sreepur,46294.0,970.0,10940.0,7890.0,1110.0,0.0,160.0,21070.0,148.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Sreepur,Gazipur,24.2052,90.4431
Dhaka,Daulatpur,21031.0,40.0,2830.0,9340.0,1930.0,0.0,100.0,14240.0,193.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Daulatpur,Manikganj,23.9558,89.7977
Dhaka,Ghior,14601.0,520.0,1130.0,6820.0,1780.0,0.0,120.0,10370.0,201.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Ghior,Manikganj,23.8732,89.9046
Dhaka,Harirampur,24542.0,90.0,4590.0,7890.0,1600.0,0.0,110.0,14280.0,178.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Harirampur,Manikganj,23.7242,89.9478
Dhaka,Manikgnj sadar,21515.0,320.0,230.0,12790.0,3770.0,0.0,110.0,17220.0,219.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Manikganj Sadar,Manikganj,23.8357,90.0305
Dhaka,Saturia,14009.0,160.0,350.0,4670.0,4150.0,0.0,130.0,9460.0,239.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Saturia,Manikganj,23.9575,90.0016
Dhaka,Shibalaya,19910.0,100.0,1900.0,5000.0,4500.0,0.0,100.0,11600.0,222.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Shibalaya,Manikganj,23.8383,89.8102
Dhaka,Singair,21765.0,1120.0,470.0,7560.0,6950.0,0.0,120.0,16220.0,233.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Singair,Manikganj,23.7834,90.1543
Dhaka,Gazaria,13092.0,40.0,2820.0,3170.0,0.0,0.0,110.0,6140.0,153.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Gazaria,Munshiganj,23.5472,90.6297
Dhaka,Lohajang,13012.0,10.0,3230.0,4790.0,150.0,0.0,120.0,8300.0,162.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Lohajang,Munshiganj,23.4706,90.3413
Dhaka,sadar,20719.0,30.0,920.0,9450.0,570.0,0.0,130.0,11100.0,197.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Savar,Dhaka,23.8811,90.2807
Dhaka,Sreenagar,19239.0,30.0,9300.0,3000.0,0.0,0.0,100.0,12430.0,124.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Sreenagar,Munshiganj,23.547,90.2632
Dhaka,Serajdikhan,18000.0,30.0,1200.0,9550.0,2800.0,0.0,150.0,13730.0,212.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Serajdikhan,Munshiganj,23.5978,90.3563
Dhaka,Tungibari,15002.0,50.0,200.0,9320.0,350.0,0.0,180.0,10100.0,201.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Tongibari,Munshiganj,23.4761,90.4527
Dhaka,Araihazar,18335.0,20.0,3350.0,8400.0,1460.0,0.0,140.0,13370.0,186.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Araihazar,Narayanganj,23.761,90.6689
Dhaka,Bandar,5439.0,30.0,2120.0,950.0,300.0,0.0,80.0,3480.0,146.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Bandar,Narayanganj,23.6377,90.5378
Dhaka,Nrayangnj sadar,10080.0,20.0,300.0,2710.0,550.0,0.0,40.0,3620.0,206.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Narayanganj Sadar,Narayanganj,23.6275,90.4811
Dhaka,Rupganj,17908.0,100.0,6540.0,3470.0,100.0,0.0,90.0,10300.0,136.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Rupganj,Narayanganj,23.8128,90.5388
Dhaka,Sonargaon,17166.0,10.0,6470.0,2370.0,0.0,0.0,60.0,8910.0,127.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Sonargaon,Narayanganj,23.6756,90.5933
Dhaka,Belabo,11800.0,250.0,500.0,4850.0,3050.0,0.0,100.0,8750.0,227.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Belabo,Narsingdi,24.0986,90.8493
Dhaka,Monohardi,19260.0,1500.0,400.0,8400.0,1360.0,0.0,140.0,11800.0,195.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Manohardi,Narsingdi,24.1607,90.7304
Dhaka,Narsingdi sadar,21344.0,240.0,6000.0,4000.0,1360.0,0.0,140.0,11740.0,158.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Narsingdi Sadar,Narsingdi,23.8667,90.7082
Dhaka,Palash,9013.0,430.0,800.0,3010.0,600.0,0.0,90.0,4930.0,187.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Palash,Narsingdi,23.9538,90.6494
Dhaka,Raipur,31255.0,10.0,12000.0,8670.0,2010.0,0.0,110.0,22800.0,156.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",,,,
Dhaka,Shibpur,20586.0,420.0,900.0,9290.0,1460.0,0.0,150.0,12220.0,201.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Shibpur,Narsingdi,24.026,90.7454
Dhaka,Basail,15626.0,50.0,1600.0,6260.0,4750.0,0.0,190.0,12850.0,224.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Basail,Tangail,24.2311,90.0394
Dhaka,Bhuanpur,21638.0,300.0,3300.0,7750.0,4640.0,0.0,110.0,16100.0,207.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Bhuapur,Tangail,24.4767,89.8143
Dhaka,Delduar,18400.0,150.0,0.0,9820.0,2900.0,0.0,130.0,13000.0,221.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Delduar,Tangail,24.142,89.9377
Dhaka,Dhanbari,13020.0,500.0,530.0,8900.0,1300.0,20.0,150.0,11400.0,203.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Dhanbari,Tangail,24.6867,89.9333
Dhaka,Ghatail,45171.0,4500.0,1300.0,20930.0,2650.0,0.0,170.0,29550.0,189.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Ghatail,Tangail,24.4735,90.0516
Dhaka,Gopalpur,19337.0,10.0,1625.0,9645.0,3345.0,100.0,85.0,14810.0,213.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Gopalpur,Tangail,24.572,89.9036
Dhaka,Kalihati,30100.0,260.0,3600.0,11100.0,5560.0,80.0,160.0,20760.0,209.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Kalihati,Tangail,24.36,89.9448
Dhaka,Madhupur,37047.0,11000.0,100.0,11590.0,1370.0,0.0,140.0,24200.0,160.0,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Pattern, Intensity and Diversity in Dhaka Region', doi:10.3329/brj.v21i2.38200",Madhupur,Tangail,24.6502,90.0602
