crop,variety,alias,release_year,duration_days_min,duration_days_max,yield_t_ha_min,yield_t_ha_max,plant_height_cm,oil_pct,drought_tolerant,salt_tolerant,heat_tolerant,waterlogging_tolerant,cold_tolerant,fits_after_aman,short_duration,bijoy_name,description_bijoy,source
Foxtail millet,BARI Foxtail millet-2,,2001.0,120.0,125.0,2.75,3.0,120.0,,False,False,False,False,False,False,False,evwi KvDb-2,"G RvZwU Kzwgjøv †Rjvi civKvw›` †_‡K msMªn Kiv nq| G RvZwU †`wk-we‡`wk Rv‡Zi mv‡_ Zyjbvg~jK g~j¨vq‡bi wfwË‡Z 2001 mv‡ji †m‡Þ¤^i gv‡m RvZxq exR †evW© KZ©…K evwi KvDb-2 bv‡g Aby‡gvw`Z nq| Mv‡Qi D”PZv 120 †mwg| KvÐ k³ I gReyZ nIqvq MvQ mn‡R †n‡j c‡o bv| cvZv meyR, PIov Ges j¤^v| kxl 20-25 †mwg j¤^v Ges †QvU ï‡qvhy³ nq| exR †MvjvKvi Ges wN‡q i‡Oi| nvRvi ex‡Ri IRb 2.55 MÖvg| G RvZwUi †n±icÖwZ djb 2.75-3.0 Ub (iwe †gŠmy‡g)| wZZvm Rv‡Zi †P‡q Mo djb cÖvq 20% †ewk| G RvZwUi RxebKvj 120-125 w`b| G RvZwU‡Z †ivM-evjvB ev †cvKv-gvK‡oi AvµgY †Zgb †`Lv hvq bv|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Foxtail millet,BARI Foxtail millet-3,,2001.0,,,2.5,3.0,,,False,False,False,False,False,False,False,evwi KvDb-3,"KvD‡bi G RvZwU wgD‡Ukb weªwWs c×wZ‡Z D™¢vweZ| †`wk-we‡`wk KvD‡bi RvZmg~‡ni mv‡_ Ges c¨v‡i›U Gi mv‡_ Zyjbvg~jK g~j¨vq‡bi wfwË‡Z 2001 mv‡j RvZxq exR †evW© KZ©…K evwi KvDb-3 bv‡g Aby‡gvw`Z nq| GB RvZwU Lv‡Uv A_©vr M‡o 45-50 †mwg j¤^v nq, MvQ Le©vK…wZi nIqvq cÖej evZv‡m b~‡q c‡o bv| d‡j cvnv‡oi Xv‡j Pv‡li Rb¨ we‡kl Dc‡hvMx| GB RvZwUi kxl gvSvwi (M‡o 17 †mwg) Ges †QvU ïqvhy³ nq| exR AvKv‡i eo, †MvjvKvi Ges wN‡q i‡Oi| nvRvi ex‡Ri IRb 2.36 Mªvg| ¯’vbxq Rv‡Zi †P‡q djb kZKiv cÖvq 35 fvM †ewk| iwe †gŠmy‡g G RvZwUi djb †n±icÖwZ 2.5-3.0 Ub| RxeKvj 120-125 w`‡b| cvZvi AMªfvM myuPv‡jv nIqvq cvwLi AvµgYRwbZ ¶wZ A‡bK Kg nq| G RvZwU‡K †ivMevjvB ev †cvKvgvK‡oi AvµgY †Zgb GKUv †`Lv hvq bv|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Foxtail millet,BARI Foxtail millet-4,,2019.0,108.0,108.0,3.53,3.53,105.0,,False,False,False,False,False,False,False,evwi KvDb-4,"GB RvZwU 2013-14 mv‡j ICRISAT (International Crops Research Institute for the Sami-Aried Tropics), fviZ n‡Z msM…nxZ Rvg©cøvRg mg~‡ni ga¨ n‡Z wbe©vPb Kiv nq| K‡qK eQi wewfbœ Rv‡Zi mv‡_ Zyjbvg~jK g~j¨vq‡bi wfwË‡Z 2019 mv‡j c«¯ÍvweZ †R‡bvUvBc ISE 375, RvZxq exR †evW© KZ©…K evwi KvDb-4 bv‡g Aby‡gvw`Z nq| G Rv‡Zi Mv‡Qi Mo D”PZv 105 †m.wg., hv evwi KvDb-2 Rv‡Zi †P‡q c«vq 23% Kg| KvÐ `…p, k³, gReyZ I A‡c¶vK…Z LvU nIqvq RvZwU mn‡R †n‡j c‡obv| Gi kxl Lvov (erect), †QvU ïuqvhy³, j¤^v I AuvUmvU (compact)| cvZv PIov, j¤^v I wKQyUv eµvKvi| `vbv †MvjvKvi eo I wN‡q i‡Oi| nvRvi `vbvi IRb 2.55 M«vg| RvZwUi Mo djb †n±icÖwZ 3.53 Ub (iwe †gŠmy‡g), hv evwi KvDb-2 Rv‡Zi †P‡q c«vq 16% †ewk| RvZwU `ªæZ ea©bkxj Ges 108 w`‡b cwic° nq| Lv`¨ I cvwbi Pvwn`v Kg nIqvq Liv c«eY I PivÂ‡jI Pvl Kiv hvq| G RvZwU‡Z †ivM-evjvB ev †cvKv-gvK‡oi AvµgY †Zgb †`Lv hvq bv|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Garlic,BARI Garlic-1,,,,,,,,,False,False,False,False,False,False,False,evwi imyb-1,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Garlic,BARI Garlic-2,,,120.0,140.0,0.3,0.4,56.0,,False,False,False,False,False,False,False,evwi imyb-2,"imy‡bi G RvZwU evQvB cÖwµqvi gva¨‡g D™¢veb Kiv nq| Mv‡Qi D”PZv 56-58 †mwg| cÖwZ Mv‡Qi cvZvi msL¨v 9-10wU, cÖwZ K‡›` †Kvqvi ˆ`N¨© 2.5-3 †mwg, K‡›`i IRb 22-23 MÖvg| RvZwU fvBivm I Ab¨vb¨ †ivM cÖwZ‡iva ¶gZv Ges msi¶Y ¸Y fvj| †ivc‡Yi mgq Avwk¦‡bi †kl mßvn †_‡K KvwZ©‡Ki †kl| ex‡Ri nvi †n±icÖwZ 300-400 †KwR (†Kvqv)| 0.75-1.00 MÖvg imy‡bi †Kvqv exR wn‡m‡e e¨envi Ki‡j djb †ewk cvIqv hvq| RxebKvj 120-140 w`b| Z‡e AvenvIqv‡f‡` †Kvb †Kvb mgq Kg †ewk n‡Z cv‡i| djb †n±icÖwZ 8-9 Ub| RvZwU evsjv‡`‡ki me GjvKvq Pvl Kiv hvq|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Garlic,BARI Garlic-3,,2016.0,135.0,140.0,10.5,11.31,71.0,,False,False,False,False,False,False,False,evwi imyb-3,"2016 mv‡j RvZxq exR †evW© KZ©„K Ôevwi imyb-3Õ bv‡g RvZwU Aby‡gvw`Z nq| evQvB cÖwµqvi gva¨‡g G RvZwU D™¢veb Kiv n‡q‡Q| Mv‡Qi D”PZv 71-72.39 †mwg| Mv‡Qi cvZvi is Mvp meyR| MvQ gvSvix ai‡bi, cÖwZ Mv‡Q cvZvi msL¨v 10-10.7wU| GwU kxZKvjxb RvZ| G Rv‡Zi RxebKvj 135-140 w`b| cÖwZ ev‡j¦i †Kvqvi msL¨v 23-24.45wU, †Kvqvi Mo ‰`N©¨ 2-2.52 †mwg, ev‡j¦i Mo IRb 11-12.43 MÖvg I ev‡j¦i Mo ˆ`N©¨ 3-3.39 †mwg| RvZwU fvBivm †ivM AvµgY mnbkxj Ges †cvKvgvKo Gi AvµgY Kg nq| Z‡e gv‡S gv‡S cvc©j eøP I cvZv Sjmv‡bv †ivM †`Lv w`‡Z cv‡i| RvZwUi †n±icÖwZ djb 10.5-11.31 Ub|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Garlic,BARI Garlic-4,,2016.0,130.0,140.0,8.0,8.78,67.0,,False,False,False,False,False,False,False,evwi imyb-4,"2016 mv‡j RvZxq exR KZ…©K Ôevwi imyb-4Õ bv‡g RvZwU Aby‡gvw`Z nq| Mv‡Qi D”PZv 67-68.39 †mwg| Mv‡Qi cvZvi is meyR| MvQ gvSvix ai‡bi, cÖwZ Mv‡Q cvZvi msL¨v 7-8.63wU| GwU kxZKvjxb RvZ| G Rv‡Zi RxebKvj 130-140 w`b| cÖwZ ev‡j¦ †Kvqvi msL¨v 17-18.66wU, †Kvqvi Mo ‰`N©¨ 2-2.20 †mwg, ev‡j¦i Mo IRb 10-10.62 MÖvg I Mo ev‡j¦i ˆ`N©¨ 2-2.97 †mwg| RvZwU fvBivm ‡ivM AvµgY mnbkxj Ges †cvKvgvKo Gi AvµgY Kg nq| Z‡e KLbI KLbI cvc©j eøP I cvZv Sjmv‡bv †ivM †`Lv w`‡Z cv‡i| RvZwUi †n±icÖwZ djb 8.0-8.78 Ub|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Garlic,BARI Garlic-5,,,140.0,150.0,9.0,10.0,,,False,False,False,False,False,False,False,evwi imyb-5,"evwi imyb-5 RvZwUi Mv‡Qi Mo D”PZv 65-75 †mw›UwgUvi| K‡›`i djb cÖvq 9-10 Ub/†n±i| cÖwZwU imy‡bi IRb cÖvq 22-25 MÖvg| cÖwZ imy‡b †Kvqvi msL¨v cÖvq 17-20 wU| †Kvqvi is nvjKv mv`v| ‡Kvqvi AvKvi eZ©gv‡b we`¨gvb Rv‡Zi Zzjbvq eo, hvi Mo IRb cÖvq 1.4-1.6 MÖvg| †Kvqvi AvKvi eo nIqvi d‡j K›` †_‡K †Kvqv c„_KxKiY mnR| G RvZwUi RxebKvj 140-150 w`b| imy‡bi SvuS LyeB †ewk Ges G RvZwU †ivMevjvB‡qi cÖwZ mnbkxj| gvV †_‡K imyb msMÖnKvjxb cvZv wKQzUv meyR _v‡K| MZ 13 wW‡m¤^i 2023 wLª: RvZxq exR †evW©, K…wl gšÎYvjq KZ…©K evwi imyb-5 bZzb RvZ wnmv‡e Aby‡gv`b †c‡q‡Q|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Grasspea,BARI Grasspea-2,,1996.0,125.0,130.0,1.5,2.0,55.0,,False,False,False,False,False,False,False,evwi †Lmvix-2,evwi †Lmvix-2 RvZwU 1996 mv‡j mviv‡`‡k Avev‡`i Rb¨ RvZxq exR †evW© KZ©„K Aby‡gv`b jvf K‡i| cvZv ¯’vbxq Rv‡Zi Zyjbvq †ewk PIov| dz‡ji is bxj| Mv‡Qi D”PZv 55-60 †mwg| exR GKUy eo Ges is nvjKv a~mi| nvRvi ex‡Ri IRb 50-55 MÖvg| exR ecb †_‡K dmj cvKv ch©šÍ 125-130 w`b mgq jv‡M| IWv‡ci (ODAP) cwigvY 0.025%| djb †n±icÖwZ 1500-2000 †KwR|,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Grasspea,BARI Grasspea-3,,2011.0,120.0,130.0,1.8,2.0,62.0,,False,False,False,False,False,False,False,evwi †Lmvix-3,"wmwiqvq Aew¯’Z AvšÍRv©wZK Bbw÷wUDU, BKvWv© (ICARDA) n‡Z msM„nxZ 22wU msKivwqZ jvBb eû¯’vwbK Awf‡hvRb cixÿvi gva¨‡g evsjv‡`‡ki wewfbœ gvwU I AvenvIqv‡Z cixÿv Kiv nq| G¸‡jvi g‡a¨ GKwU jvBb Sel-190 †ivM mnbkxj, D”Pdjbkxj Ges †ewk ev‡qv-gvm Drcv`b ÿgZvm¤úbœ nIqvq evwi †Lmvix-3 wn‡m‡e 2011 mv‡j Aegy³ Kiv nq| G RvZwU evsjv‡`‡ki cÖavb †Lmvix Avev`x GjvKvmg~‡ni GKK dmj Ges mv_x dmj wn‡m‡e Avgb av‡bi mv‡_ Pvl Kiv hvq| Gu‡Uj †`vAuvk, cwj ev cwj †`vAuvk gvwU RvZwU Pv‡li Rb¨ Dc‡hvMx| dzj eo I Mv‡Qi D”PZv 62-65 †mwg Ges cªwZ Mv‡Q cW msL¨v 35-37 wU, 1000 ex‡Ri IRb 53-58 Mªvg| djb †n±icÖwZ 1800-2000 †KwR Ges RxebKvj 120-130 w`b| IWvc (ODAP) Gi cwigvY 0.04%|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Grasspea,BARI Grasspea-4,,2014.0,114.0,117.0,0.7,1.1,65.0,,False,False,False,False,False,False,False,evwi †Lmvix-4,"evsjv‡`‡ki wewfbœ AÂj n‡Z msM„nxZ Rvg©cøvRg n‡Z cÖv_wgK, AMÖMwZ I eû¯’vwbK cixÿvi gva¨‡g 2014 mv‡j RvZxq exR †evW© KZ©„K evwi †Lmvix-4 RvZwU AvÂwjK Wvj M‡elYv †K›`ª, gv`vixcyi n‡Z D™¢vweZ n‡q‡Q|  Mv‡Qi D”PZv 65-70 †mwg  cvZv nvjKv meyR Ges cÎvsk¸‡jv †ek †QvU nq|  cÎdjK eo, dzj mv`v I ex‡Ri is mv`v  cÖwZ Mv‡Q c‡Wi msL¨v 17-23 wU|  cW¸‡jv GKUz j¤^vK…wZi|  ex‡Ri IRb : 7.0-7.1 Mªvg (cÖwZ 100wU)  RxebKvj : 114-117 w`b  djb : 700-1100 †KwR/†n±i  WvDbx wgjwWD †ivM mnbkxj  ev‡ivgvm Drcv`bkxj weavq G RvZwU AwaK †Mv-Lv`¨ wnmv‡e LyeB Dc‡hvMx","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Grasspea,BARI Grasspea-5,,2018.0,121.0,125.0,1.47,1.7,,,False,False,False,False,False,False,False,evwi †Lmvix-5,"2010 mv‡j AvšÍR©vwZK K…wl M‡elYv cÖwZôvb ICARDA (International Center for Agricultural Research in the Dry Areas) Gi mn‡hvwMZvq wb¤œgvÎvi ODAP m¤úbœ 15wU Rvg©cøvRg ev jvBb msMÖn K‡i cÖv_wgKfv‡e Zv‡`i djb cixÿv Kiv nq| cieZ©x‡Z D”Pdjbkxj Ges Kg ODAP m¤úbœ Rvg©cøvRg¸‡jv‡K evQvB K‡i eû¯’vwbK cixÿv I wi‡j dmj wn‡m‡e g~j¨vqb Kiv nq| 2014 †_‡K 2018 mvj ch©šÍ evsjv‡`‡ki gv`vixcyi, mvZÿxiv I cvebv AÂ‡j djb I Awf‡hvRb ¶gZv, †ivM evjvB I †cvKv-gvKo ms‡e`bkxjZv Ges ¸YMZ gvb g~j¨vqb Kiv nq| Zb¥‡a¨ GwU D”Pdjbkxj Ges †ivM cÖwZ‡ivax jvBb wn‡m‡e wbe©vPb Kiv nq| `xN©w`b cix¶vi ci jvBbwU GKwU m¤¢vebvgq jvBb wn‡m‡e wbe©vwPZ nIqvq RvZ wn‡m‡e gy³vq‡bi Rb¨ cÖ¯Íve Kiv nq| RvZ wnmv‡e G jvBbwU wbe©vwPZ Kiv n‡j iwe †gŠmy‡g †Lmvix Avev`‡hvM¨ †`‡ki GKwU wekvj cwZZ Rwg Pvl Avev‡`i AvIZvq Avbv m¤¢e n‡e Ges †`‡ki Wv‡ji NvUwZ c~i‡Y mnvqK f~wgKv ivL‡Z cv‡i| ZvB GB RvZwU 2018 mv‡j RvZxq exR †evW© evwYwR¨Kfv‡e Pvlvev‡`i Rb¨ Aby‡gv`b †`q| MvQ j¤^v AvK…wZi (70-80 †mwg) Ges AwaK ev‡qvgvm wewkó| Gi dzj eo Ges Mvp bxj, exR gm„Y I a~mi e‡Y©i Ges G RvZwU †Mvov cPv Ges WvDwb wgjwWD †ivM mnbkxj| Mv‡Q d‡ji msL¨v †ewk (30-49 wU) I Zzjbvg~jK eo AvK…wZi exR (100 ex‡Ri IRb 5.3-5.8 MÖvg)| RxebKvj 121-125 w`b| Mo ex‡Ri djb-1.47-1.70 Ub/†n±i| Z‡e AbyK‚j AvenvIqv I h_vh_ hZœ wb‡j djb †n±icÖwZ 2 U‡bi AwaK n‡Z cv‡i| ODAP Gi cwigvY Lye Kg (0.04%)|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Grasspea,BARI Grasspea-6,,2020.0,108.0,118.0,1.37,1.87,,,False,False,False,False,False,False,False,evwi †Lmvix-6,"AvšÍR©vwZK K…wl M‡elYv cÖwZôvb ICARDA (International Center for Agricultural Research in the Dry Areas) Gi mn‡hvMxZvq msMÖnK…Z Kg ODAP m¤úbœK‡qKwU jvB‡bi g‡a¨ 2000 mv‡j Wvj M‡elYv †K›`ª, Ck¦i`x‡Z msKivqY cÖwµqvi gva¨‡g wKQzjvBb D™¢vweZ nq| evwi †Lmvix-6 Gi †KŠwjK mvwi bs- BKX 0003-1 ‡hwUi F5 ‡Rbv‡ik‡b mvwi wbe©vwPZ nq| 2013 †_‡K 2018 mvj ch©šÍ evsjv‡`‡ki gv`vixcyi, ewikvj, MvRxcyi, mvZÿxiv, h‡kvi I cvebv AÂ‡j wewfbœ ‡K›`ªmn K…l‡Ki gv‡V djb I Awf‡hvRb ¶gZv, Avgb av‡bi mv‡_ mv_x dmj wn‡m‡e djb, †ivM evjvB I †cvKv-gvKo ms‡e`bkxjZv Ges ¸YMZ gvb g~j¨vqb Kiv nq| Zb¥‡a¨ GwU D”Pdjbkxj Ges †ivM-†cvKv cÖwZ‡ivax jvBb wn‡m‡e wbe©vPb Kiv nq| `xN©w`b cix¶vi ci jvBbwU GKwU m¤¢vebvgq jvBb wn‡m‡e wbe©vwPZ nIqvq 2020 mv‡j RvZxq exR †evW© KZ©„K evwi ‡Lmvix-6 wn‡m‡e mviv evsjv‡`‡k Pvlvev‡`i Rb¨ Aegy³ nq| Rv‡Zi D‡jøL‡hvM¨ ˆewkó¨: Avgb av‡bi mv‡_ mv_x dmj Ges GKK dmj, Dfq c×wZ‡ZB Pv‡lvc‡hvMx| AwaK ev‡qvgvm mg…× Zyjbvg~jK j¤^v AvK…wZi MvQ| RxebKvj 108-118 w`b| Kvj‡P a~mi i‡Oi eo AvK…wZi exR (1000 ex‡Ri IRb 62.2-68.1 M«vg)| ex‡R ODAP Gi cwigvY Lye Kg (<0.04%)| WvDbx wgjwWD †ivM mnbkxj| djb : 1.37-1.87 Ub/‡n±i, Z‡e AbyKzj AvenvIqv I h_vh_ hZœwb‡j djb †n±icÖwZ 2 Ub ch©šÍ n‡Z cv‡i|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Groundnut,BARI Groundnut-5,,1999.0,135.0,145.0,2.7,3.1,35.0,51.0,False,False,False,False,False,False,False,evwi Pxbvev`vg-5,"ÔXvKv-1Õ RvZ †_‡K wgD‡Ukb K‡i ÔPxbvev`vg-5Õ D™¢veb Kiv nq Ges 1999 mv‡j Aby‡gvw`Z nq| Mv‡Qi D”PZv 35-40 †mwg| MvQ Lvov I ¸”QvKvi| cvZvi is nvjKv meyR| kvLv cÖkvLvq dzj nq| cÖwZ ev`v‡g ex‡Ri msL¨v 1-2wU| ev`v‡gi wkiv Dcwkiv Lye ¯úó, ex‡Ri AvKvi eo| 100 ex‡Ri IRb 48-50 MÖvg| ex‡Ri mywßKvj 10-15 w`b| ex‡R †Z‡ji cwigvY 51-52%| Avwg‡li cwigvY 25-27%| dm‡ji Rxeb Kvj iwe †gŠmy‡g 135-145 w`b Ges Lwid †gŠmy‡g 115-125 w`b| †n±icÖwZ djb iwe †gŠmy‡g 2.70-3.10 Ub Ges Lwid †gŠmy‡g 2.0-2.5 Ub|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Groundnut,BARI Groundnut-6,,1999.0,140.0,150.0,2.5,2.8,35.0,50.0,False,False,False,False,False,False,False,evwi Pxbvev`vg-6,"wewfbœ we‡`wk cÖRvwZ n‡Z evQvB cÖwµqvi gva¨‡g Ôevwi Pxbvev`vg-6Õ RvZwU D™¢veb Kiv nq Ges 1999 mv‡j Aby‡gvw`Z nq| Mv‡Qi D”PZv 35-40 †mwg| MvQ Lvov I ¸”QvK…wZi nq| cvZvi is Mvp meyR| Pxbvev`v‡gi †Lvmvi DcwifvM gm„Y, cvZjv| wkiv, Dcwkiv A¯úó| ex‡Ri is nvjKv ev`vgx| 100 ex‡Ri IRb 50-55 Mªvg| ex‡R †Z‡ji cwigvY 50-52%| Avwg‡li cwigvY 25-26%| dm‡ji RxebKvj iwe †gŠmy‡g 140-150 w`b Ges Lwid †gŠmy‡g 120-130 w`b| †n±icÖwZ djb iwe †gŠmy‡g 2.5-2.8 Ub Ges Lwid †gŠmy‡g 2-2.4 Ub|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Groundnut,BARI Groundnut-7,,2004.0,145.0,155.0,2.8,3.0,,,False,False,False,False,False,False,False,evwi Pxbvev`vg-7,wewfbœ cix¶v-wbix¶v I evQvB cÖwµqvq Ôevwi Pxbvev`vg-7Õ RvZwU G‡`‡k Pvlvev‡`i Rb¨ 2004 mv‡j RvZxq exR †evW© KZ„©K Aby‡gvw`Z nq| RxebKvj iwe †gŠmy‡g 145-155 w`b Ges Lwid †gŠmy‡g 130-140 w`b| djb iwe †gŠmy‡g cªwZ †n±‡i 2.8-3.0 Ub Ges Lwid †gŠmy‡g 1.8-2.0 Ub| ev`v‡gi †Lvmv gm„Y I wKQyUv mv`v‡U I big| ex‡Ri myßZv †bB| cvZvq `vM cov I gwiPv †ivM Zyjbvg~jKfv‡e Kg nq|,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Groundnut,BARI Groundnut-8,,2006.0,140.0,150.0,2.5,2.5,35.0,,False,False,False,False,False,False,False,evwi Pxbvev`vg-8,"evsjv‡`k K…wl M‡elYv Bbw÷wUDU D™¢vweZ Ôevwi Pxbvev`vg-8Õ RvZwU 2006 mv‡j RvZxq exR †evW© KZ…©K Aby‡gvw`Z nq| RxebKvj iwe †gŠmy‡g 140-150 w`b Ges Lwid †gŠmy‡g 125-140 w`b| Mv‡Qi D”PZv 35-42 †mwg| cÖwZ Mv‡Q ev`v‡gi msL¨v 20-25wU| ev`vg¸‡jv ÔXvKv-1Õ Rv‡Zi g‡Zv †_vKvq †_vKvq R‡b¥| ex‡Ri AvKvi gvSvwi, ex‡Ri is jvj‡P| 100 ev`v‡gi (†Lvmv Qvov‡bv) IRb 55-60 Mªvg| kZKiv †mwjs nvi 65-70| djb cÖwZ †n±‡i 2.5 Ub|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Groundnut,BARI Groundnut-9,,2010.0,,,2.5,2.8,40.0,,False,False,False,False,False,False,False,evwi Pxbvev`vg-9,"Ôevwi Pxbvev`vg-9Õ RvZwU ICRISAT, fviZ †_‡K msM„nxZ Rvg©cøvRg †_‡K evQvB c×wZi gva¨‡g D™¢veb Kiv nq Ges 2010 mv‡j RvZxq exR †evW© KZ…©K Aby‡gv`b jvf K‡i| RvZwU ¯ú¨vwbk †kªwYfy³| evsjv‡`‡ki me©Î iwe I Lwid †gŠmy‡g Pvlvev‡`i Dc‡hvMx| iwe †gŠmy‡g ga¨-A‡±vei †_‡K ga¨-b‡f¤^i ec‡bi Dchy³ mgq| Lwid-2 †gŠmy‡g RyjvB †_‡K AvM÷ gv‡m Pvl Kiv hvq| ecb mgq †_‡K cwic° ch©šÍ iwe †gŠmy‡g 140-150 w`b Ges Lwid †gŠmy‡g 120-130 w`b mgq jv‡M| Ôevwi Pxbvev`vg-9Õ RvZwU Ôevwi Pxbvev`vg-6Õ I Ôevwi Pxbvev`vg-7Õ A‡c¶v 5-7 w`b Av‡M cwic° nq| Mv‡Qi D”PZv gvSvwi ai‡bi (40-45 †mwg)| cÖwZwU MvQ †_‡K 20-22wU cyó ev`vg cvIqv hvq| ev`v‡gi †Lvmv wKQyUv Agm„Y I wkiv Dcwkiv¸‡jv ¯úó| ex‡Ri AvKvi gvSvwi Ges is nvjKv ev`vgx| 100 ex‡Ri IRb 45-47 MÖvg| RvZwUi cÖwZ †n±‡i djb 2.5-2.8 Ub|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Groundnut,BARI Groundnut-10,Ddkx,2016.0,,,,,40.0,,True,False,False,False,False,False,False,evwi Pxbvev`vg-10,Ôevwi Pxbvev`vg-10Õ RvZwU AvšÍR©vwZK cÖwZôvb ICRISAT (International Crop Research Inistitute for the Semi Arid Tropic) †_‡K Rvg©cøvRg msMÖn K‡i fvj PvwiwÎK ˆewk‡ó¨i wKQz jvBb cÖv_wgKfv‡e evQvB cÖwµqvi gva¨‡g wbev©Pb Kiv nq| G jvBb¸‡jvi g‡a¨ ICGV-96346 jvBbwU D”P djb wewkó Ges gvSvwi †ivM mnbkxj e‡j cÖZxqgvb nq| jvBbwU ¯ú¨vwbm †Mv‡Îi Ges cÖv_wgK djb cixÿvq D³ †Mv‡Îi Ab¨vb¨ Rv‡Zi mv‡_ DbœZZi we‡ewPZ nq Ges AvÂwjK djb cixÿvqI m‡e©v”P djb cÖ`vb K‡i| GiB avivevwnKZvq 2016 mv‡j K…l‡Ki gv‡V jvBbwU RvZ wn‡m‡e Pvlvev‡`i Rb¨ Aby‡gv`b jvf K‡i| Mv‡Qi D”PZv gvSvwi ai‡bi (40-45 †mwg) cÖwZwU MvQ †_‡K 20-22wU cyó ev`vg cvIqv hvq| RvZwU evsjv‡`‡ki PivÂ‡ji Rwg‡Z Pvlvev‡`i Rb¨ LyeB Dchy³| ecb †_‡K dmj DVv‡bv ch©šÍ iwe †gŠm‡g 140-150 Ges Lwid †gŠm‡g 120-130 w`b mgq jv‡M| RvZwU ¯^ígvÎvq Liv I †ivM mnbkxj| jvBbwUi `vbvi AvKvi XvKv-1 Gi `vbv †_‡K eo| RvZwUi Mo Drcv`bkxjZv 2000-2200 †KwR/†n±i|,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Groundnut,BARI Groundnut-12,,2023.0,140.0,155.0,,,30.0,,True,False,False,False,False,False,False,evwi Pxbvev`vg-12,"ICRISAT, fviZ †_‡K msM…nxZ Rvg©cvRg †_‡K evQvB c×wZ e¨envi K‡i cÖv_wgK ch©v‡q ICGV-07219 jvBbwU wbe©vPb Kiv nq| cieZ©x‡Z †`kxq Aby‡gvw`Z Rv‡Zi mv‡_ ch©‡e¶Y cix¶v, cÖv_wgK djb cix¶v, AvÂwjK djb cix¶v I K…l‡Ki gv‡V Awf‡hvRb (GWvcwUf) cix¶vq RvZwUi D”P Drcv`bkxjZv I DrK…óZv cÖgvwYZ nq| d‡j jvBbwU evwi Pxbvev`vg-12 bv‡g †`‡k me©Î Pvlvev‡`i Rb¨ 2023 mv‡j RvZxq exR †evW© KZ©…K Aby‡gvw`Z nq| RvZwU ¯ú¨vwbk †kÖYxfz³| RxebKvj 140-155 w`b| `vbvi AvKvi eo nIqvq †eKvix‡Z e¨envi Dc‡hvMx| 100 ev`v‡gi (†Lvmv Qvov) IRb 55-60 MÖvg| exR ¸‡jv wW¤^vK…wZ, gm…Y Ges mvgvb¨ j¤^v| ex‡Ri is jvj‡P ev`vgx e‡Y©i| cÖwZ d‡j 1-2wU exR _v‡K| Mv‡Qi D”PZv 30-45 †m.wg.| cÖwZMv‡Q 25-35 wU dj a‡i| kZKiv †kwjs nvi 70-75 fvM| RvZwU ¯^ígvÎvq Liv I †ivM mnbkxj| cvZvi is Mvp meyR e‡Y©i|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
