crop,variety,alias,release_year,duration_days_min,duration_days_max,yield_t_ha_min,yield_t_ha_max,plant_height_cm,oil_pct,drought_tolerant,salt_tolerant,heat_tolerant,waterlogging_tolerant,cold_tolerant,fits_after_aman,short_duration,bijoy_name,description_bijoy,source
Chickpea,BARI Chickpea-9,,2011.0,125.0,130.0,2.3,2.7,55.0,,False,False,False,False,False,False,False,evwi †Qvjv-9,"fvi‡Zi nvq`ªvev‡` Aew¯’Z AvšÍR©vwZK Bbw÷wUDU ICRISAT †_‡K msMªnK…Z msKivwqZ ICCV-95138 jvBbwU cÖv_wgK, AMÖMvgx I eû¯’vwbK cixÿvi gva¨‡g †ivMmnbkxj I D”P djbkxj we‡ewPZ nIqvq evwi †Qvjv-9 wn‡m‡e 2011 mv‡j RvZxq exR †evW© KZ©„K Aegy³ Kiv nq| jvBbwU evsjv‡`‡ki mKj †Rjvq Pvlvev‡`i Dc‡hvMx n‡jI e‡i›`ª GjvKv, cvebv, dwi`cyi, gv`vixcyi Ges ivRevox GjvKvq fvj djb †`q| RvZwU Gu‡Uj †`vAuvk †_‡K Gu‡Uj gvwU‡Z Pvl Kiv hvq| G Rv‡Zi Mv‡Qi D”PZv 55-60 †mwg| cÖwZ Mv‡Q cW msL¨v 55-60wU| 1000 ex‡Ri IRb 180-220 MÖvg| RxebKvj 125-130 w`b| djb †n±icÖwZ 2300-2700 †KwR|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Chickpea,BARI Chickpea-10,,2017.0,112.0,121.0,1.8,2.03,,,True,False,True,False,False,False,True,evwi †Qvjv-10,"2011 mv‡j Wvj M‡elYv †K›`ª, Ck¦i`x, cvebvq ICRISAT, nvq`ªvev`, fviZ †_‡K Liv I Zvc mnbkxj I D”P djbkxj wn‡m‡e †Qvjvi wKQy Rvg©cøvRg wb‡q Avmv nq| D³ Rvg©cøvRg¸‡jv cici `yB eQi Wvj M‡elYv †K›`ª, cvebv‡Z g~j¨vqb Kiv nq| GwU D”P djbkxj nIqvq cieZ©x‡Z e‡i›`ª, ivRkvnx I h‡kvi AÂ‡j g~j¨vq‡bi Rb¨ cvVv‡bv nq| GwU Liv, †ivM mnbkxj I D”P djbkxj nIqvq 2013 †_‡K 2016 ch©šÍ evsjv‡`‡ki wewfbœ AÂ‡j djb I Awf‡hvRb ¶gZv, †ivM evjvB I †cvKv-gvKo ms‡e`bkxjZv Ges ¸YMZ gvb g~j¨vqb Kiv nq| `xN©w`b cix¶vi ci jvBbwU GKwU m¤¢vebvgq jvBb wn‡m‡e wbe©vwPZ nIqvq RvZ wn‡m‡e gy³vq‡bi Rb¨ cÖ¯Íve Kiv nq Ges 2017 mv‡j GwU Aegy³ Kiv nq| †Qvjvi bZzb I m¤¢vebvgq AvMvg (10-15 w`b) RvZ wn‡m‡e GwU †`‡k †Qvjv Wv‡ji djb e„w×i gva¨‡g †Qvjvi †mvbvjx AZxZ wdwi‡q Avb‡Z mnvqK f~wgKv ivL‡Z cvi‡e| Rv‡Zi D‡jøL‡hvM¨ ˆewkó¨  MvQ Lvov cÖK…wZi ZvB †ivM-evjvB AvµgY Kg  KvÐ L‡qix wcM‡g›Uhy³  exR PK&P‡K ev`vgx e‡Y©i  Liv I Zvc mnbkxj ZvB e‡i›`ª AÂ‡j Pv‡li e¨vcK m¤¢vebv i‡q‡Q  †Qvjvi me‡P‡q ÿwZKviK †ivM- eUªvBwUm †MÖ †gvì †ivM mnbkxj  †`wi‡Z ecb‡hvM¨ (wW‡m¤^‡ii gvSvgvSx ch©šÍ)  Mv‡Q d‡ji msL¨v Zzjbvg~jKfv‡e †ewk (67-72wU)  Zzjbvg~jKfv‡e ga¨g AvK…wZi exR (100 ex‡Ri IRb 21-23 MÖvg)  RxebKvj: 112-121 w`b  djb: †n±icÖwZ 1800-2030 †KwR","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Chickpea,BARI Chickpea-11,,2018.0,100.0,106.0,1.25,1.5,,,False,False,False,False,False,False,True,evwi †Qvjv-11,"2014 mv‡j AvšÍR©vwZK M‡elYv cÖwZôvb ICRISAT, nvq`ªvev`, fviZ †_‡K mycvi AvMvg (Super early) wk‡ivbv‡g †Qvjvi 8wU Rvg©cøvRg Wvj M‡elYv †K›`ª, Ck¦i`x, cvebv‡Z Avbv nq| AvwbZ 8wU jvBb Wvj M‡elYv †K›`ª, Ck¦i`x, cvebvi M‡elYv gv‡V 2014-15 I 2015-16 mv‡j g~j¨vqb Kiv nq Ges †mLvb †_‡K ICCX 060157-3 jvBbwU ¯^íKvjxb I m¤¢vebvgq jvBb wn‡m‡e cÖv_wgKfv‡e wbe©vPb Kiv nq| cieZ©x‡Z 2016-17 I 2017-18 mv‡j mv‡j evsjv‡`‡ki †Qvjv Drcv`bKvix cÖavb cÖavb AÂj †hgb- h‡kvi, ivRkvnx, gv`vixcyi, ewikvj, Rvgvjcyi, Rq‡`ecyi I cvebv AÂ‡j cÖv_wgK djb cixÿv I eû¯’vwbK djb cixÿvi gva¨‡g D³ AMÖeZ©x jvBbwUi (ICCX 060157-3) djb, Awf‡hvRb ¶gZv, †ivM evjvB, †cvKv-gvKo ms‡e`bkxjZv Ges ¸YMZ gvb g~j¨vqb Kiv nq| `xN©w`b cix¶vi ci jvBbwU GKwU m¤¢vebvgq ¯^íKvjxb jvBb wn‡m‡e wbe©vwPZ nIqvq RvZ wn‡m‡e gy³vq‡bi Rb¨ 2018 mv‡j RvZxq exR †ev‡W© cÖ¯Íve †cÖiY Kiv nq Ges 2018 mv‡ji AvM÷ gv‡m D³ jvBbwU evwi †Qvjv-11 bv‡g RvZ wnmv‡e Aegy³ nq | evwi †Qvjv-11 RvZwU AvMvg nIqvq †`‡ki GKwU wekvj AÂj †Qvjv Pvlvev‡`i AvIZvq Avm‡e Ges iwe †gŠmy‡gi †k‡li w`‡K AbvKvw•LZ So e„wói Kvi‡Y †Qvjvi dj‡bi †h e¨vcK ÿwZ nq Zv †_‡K cwiÎvb cvIqv m¤¢e n‡e| d‡j RvZxq ch©v‡q †Qvjvi Drcv`b e„w× cv‡e| G Rv‡Zi D‡jøL‡hvM¨ ˆewkó¨ n‡”Q cvZv I KvÐ nvjKv meyR i‡Oi, dzj †Mvjvcx i‡Oi| exR D¾¡j ev`vgx e‡Y©i Ges 100 ex‡Ri IRb 19.5-20.56 MÖvg| RxebKvj 100-106 w`b| ¯^í‡gqv`x nIhvq †Qvjvi ÿwZKviK †ivM eUªvBwUm †MÖ †gvì mnbkxj| Mo djb- 1250 - 1500 †KwR/†n±i| RvZwU AvMvg nIqvq iwe †gŠmy‡gi †k‡li w`‡K weiƒc AvenvIqv ïiæ nIqvi c~‡e©B dmj msMÖn Kiv m¤¢e|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Chili,BARI Chili-1,,,,,,,,,False,False,False,False,False,False,False,evwi gwiP-1,"gmjv dmj 394 | K…wl cÖhyw³ nvZeB evwi ‡bwM Awbqb-1 Gi e¨envi: evwi †bwM Awbqb-1 Gi ¯^v`, MÜ I Svj mvaviY †cuqv‡Ri gZ n‡q _v‡K| Bnv KvuPv I ivbœv K‡i Dfq Ae¯’vqB LvIqv hvq| mv`v wmD‡Wv‡÷g KvuPv Ae¯’vq SuvSv‡jv nq wKš‘ ivbœv Ki‡j Bnvi ¯^v` my¯^v`y (Delicious) n‡q _v‡K| †cuqv‡Ri weKí wnmv‡e wewfbœ gvQ, gvsm, kvKmewR, wLPzwo ivbœvq e¨envi QvovI Bnv mvjv`, AvPvi, mm, myc, Ag‡jU, byWjm, wcRv, m¨vÛDBPmn wewfbœ dv÷ dz‡Wi DcKiY wn‡m‡e e¨envi Kiv nq (Hai, 2015 and)| Gi Mvp meyR cvZv I KvÛ mewR wn‡m‡eI LvIqv hvq| wmD‡Wv‡÷g Øviv ˆZix fZ©v LyeB my¯^v`y| †bwM Awbq‡bi mv`v wmD‡Wv‡÷gwU Av¸‡b Sjwm‡q (Grilled) †L‡ZI LyeB gRv`vi| cywó I Jlax ¸Yvejx: †bwM Awbq‡b Kv‡e©vnvB‡WªU, Avuk, cUvwkqvg, Kcvi, K¨vjwmqvg, g¨vM‡bwmqvg, dmdivm, Avqib, g¨v½vbxR, wR¼, wfUvwgb G, wfUvwgb we-1, wfUvwgb we-2, wfUvwgb we-3, wfUvwgb we-5, wfUvwgb we-6, wfUvwgb we-9, wfUvwgb-wm, wfUvwgb-B, wfUvwgb-†K BZ¨vw` cywó‡Z ficyi (Rvcv‡bi wkÿv, ms¯‹…wZ, µxov, weÁvb I cÖhyw³ gš¿Yvjq, 2015 Ges BDGmwWG, 2023)| RvZ I Pvl c×wZi Dci wfwË K‡i cywó Dcv`v‡bi cwigvY ZviZg¨ n‡Z cv‡i| †bwM Awbq‡b dzivwbIj, WvBwg_vBj UªvBmvjdvBW, A¨vjvBj wg_vBj UªvBmvjdvBW, wg_vBj †cÖvcvBj UªvBmvjdvBW BZ¨vw` myMwÜ _v‡K (Wang et al., 2023)| Allium fistulosum L.-‡Z A¨vjvBj mvjdvBW Ges wd‡bvwjK †hŠM d¬¨v‡fvbj †hgb- Quercetin, kaempferol, luteolin bvgK wcM‡g›U _v‡K (Miean and Mohamed, 2001), hv ü`‡ivM, K¨vÝvi cÖwZ‡ivax I Gw›UAw·‡W›U wn‡m‡e KvR K‡i _v‡K (Crystal et al., 2003)| Bnv nvBcvi‡Ubkb, Wvqv‡ewUKm, mvaviY VvÛvRwbZ †ivM, R¦i, gv_ve¨v_v, ÿZ, kix‡ii ¯’zjZv B","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Chili,BARI Chili-2,,2013.0,240.0,240.0,20.0,22.0,80.0,,False,False,False,False,False,False,False,evwi gwiP-2,"evsjv‡`‡k iwe I Lwid-1 †gŠmy‡g gwiP mnRjf¨ n‡jI Lwid-2 (RyjvB-A‡±vei) †gŠmy‡g evRv‡i gwi‡Pi ¯^íZv e¨vcKfv‡e cwijw¶Z nq| ZvB GB mg‡q gwi‡Pi `vg †ewk _v‡K| el©v I kxZ †gŠmy‡gi c~‡e© GB mgqwU‡Z gwi‡Pi Drcv`b Ae¨vnZ ivLvi D‡Ï‡k¨ AvÂwjK gmjv M‡elYv †K‡›`ªi weÁvbxM‡Yi wbijm cÖ‡Póvq 7wU gwi‡Pi Rvg©cøvRg †K‡›`ªi M‡elYv gv‡V 5-6 eQi hvPvB evQvB cÖwµqvi gva¨‡g C0445 Rvg©cøvRgwU wbe©vPb Kiv nq Ges gmjv M‡elYv †K‡›`ªi wewfbœ AvÂwjK I Dc‡K‡›`ª `yB eQi cix¶‡Yi gva¨‡g g~j¨vqb Kiv nq| cieZ©x‡Z GwU evwi gwiP-2 bv‡g RvZxq exR †evW© KZ…©K 2013 mv‡j gy³vwqZ nq| RvZwU †`‡k KuvPv gwi‡Pi †gvU Drcv`b e„w×‡Z D‡jøL‡hvM¨ f~wgKv ivL‡e| GwU GKwU MÖx®§Kvjxb Rv‡Zi gwiP| MvQ j¤^v I †Svcv‡jv| D”PZv 80-110 †mwg, Mv‡Qi cvZvi is nvjKv meyR| Mv‡Q cÖv_wgK kvLvi msL¨v 7wU, cÖwZ Mv‡Q gwi‡Pi msL¨v M‡o 450-500wU (M‡o IRb 1100 MÖvg)| cÖwZwU gwi‡Pi d‡ji ˆ`N¨© 7.0-7.5 I cÖ¯’ 0.7-1.0 †mwg, IRb M‡o 2.5 MÖvg| RvZwUi 1000 ex‡Ri IRb cÖvq 4.5 MÖvg| GB Rv‡Zi gwi‡Pi Z¡K cyiæ| KuvPv Ae¯’vq gwi‡Pi is nvjKv meyR Ges cvKv Ae¯’vq jvj i‡Oi n‡q _v‡K| KuvPv gwiP msMÖ‡ni ci 5-7 w`b ch©šÍ ¯^vfvweK Ae¯’vq e¨envi Dc‡hvMx _v†K| G Rv‡Zi gwi‡Pi RxebKvj cÖvÖq 240 w`b (gvP©-A‡±vei)| †n±icÖwZ djb 20-22 Ub (meyR Ae¯’vq)|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Chili,BARI Chili-3,,,180.0,210.0,8.0,10.0,70.0,,False,False,False,False,False,False,False,evwi gwiP-3,"MvQ j¤^v, †Svcv‡jv I cÖPzi kvLv-cÖkvLv wewkó nq| kxZKv‡j Pvl Kiv hvq| Mv‡Qi D”PZv 70-80 †mwg| cÖwZ Mv‡Q M‡o cvKv gwi‡Pi msL¨v 60-70wU Ges Mo djb 180-200 MÖvg| gwi‡Pi is nvjKv meyR| 1,000 ex‡Ri IRb 4-4.5 MÖvg| RxebKvj 180-210 w`b| djb 8-10 Ub/†n. (cvKv gwiP) I ex‡Ri IRb 400-500 †KwR/‡n±i|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Chili,BARI Chili-4,,,,,18.0,20.0,,,False,False,False,False,False,False,False,evwi gwiP-4,"MvQ j¤^v, †Svcv‡jv I cÖPzi kvLv-cÖkvLv wewkô| MvQ j¤^vq 80-100 †mwg Ges cvZvi is meyR| cÖwZwU gwi‡Pi d‡ji ‰`N¨© 10.0-12.0 †mwg, IRb M‡o 1.8-2.0 MÖvg| 1000 ex‡Ri IRb 4.5-5.0 MÖvg| cÖwZ Mv‡Q gwi‡Pi msL¨v 480-520 wU Ges IRb 1200-1400 MÖvg| GB Rv‡Zi Mv‡Qi gwi‡Pi Z¡K cvZjv| GwU kxZKv‡j Pvl Dc‡hvMx RvZ| GB RvZwU gv‡V 140-150 w`b ch©šÍ (b‡f¤^i- gvP©) _v‡K| ZzjbvgyjKfv‡e †ivM I †cvKvi AvµgY Kg nq| KwP Ae¯’vq dj meyR i‡Oi Ges cvKv Ae¯’vq PKP‡K jvj i‡Oi nq| †n±i cÖwZ meyR Ae¯’vq djb 18-20 Ub (KvPv gwiP), 4.5-5.0 Ub (ïKbv gwiP)|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Chili,BARI Chili-5,,2022.0,,,,,,,False,False,False,False,False,False,False,evwi gwiP-5,"evsjv‡`k K…wl M‡elYv Bbw÷wUD‡Ui gmjv M‡elYv †K›`ª †_‡K D™¢vweZ evwi gwiP-5 RvZwU 2022 mv‡j wbewÜZ| kxZKv‡j Pvl Dc‡hvMx RvZ Ges Lwid-1 †gŠmyg ch©šÍ gwiP msMÖn Kiv hvq| MvQ j¤^vq 90-100 †mwg I cÖPzi kvLv cÖkvLv wewkó| cÖwZ Mv‡Q gwi‡Pi msL¨v 350-450 wU, gwi‡Pi ˆ`N©¨ 5-7 †mwg.| cÖwZ Mv‡Q gwi‡Pi IRb 400-450 MÖvg| 1000 ex‡Ri IRb 4.5-5.0 MÖvg|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Chili,BARI Chili-6,,2023.0,250.0,280.0,11.0,13.0,85.0,,False,False,False,False,False,False,False,evwi gwiP-6,"evsjv‡`k K…wl M‡elbv Bbw÷wUD‡Ui gmjv M‡elYv †K›`ª †_‡K D™¢vweZ evwi gwiP-6 RvZwU 2023 mv‡j wbewÜZ| evwi gwiP-6 KvuPv Ae¯’vq Mvp Kvuj‡P, d‡ji Mv‡qi cv‡k© AvswkK ev mvgwMÖK (†gŠmyg †f‡`) Kvj‡P is _v‡K Ges cwic° Ae¯’vq D¾¡j, Mvp jvj is wewkó| KvÐ I cvZvi A¶ Kvj‡P is Øviv Ave„Z _v‡K| dz‡ji `j I cys‡Kki nvjKv †e¸wb i‡Oi| Mv‡Qi D”PZv 85-90 †mwg., †mvRv Ges nvjKv †Svcv‡jv| dj gvSvix j¤^v Ges cÖwZwU gwi‡Pi ˆ`N¨© 4-5 †mwg| cÖwZ Mv‡Q gwi‡Pi msL¨v 230-250 wU| LvIqvi Dc‡hvMx msMÖnKvj 150-230 w`b Ges ex‡Ri Rb¨ RxebKvj 250-280 w`b| gvSvwi w_ªcm Ges gvBU †cvKv mnbkxj| KvuPv gwi‡Pi djb †n±icÖwZ cÖvq 11-13 Ub AvaywbK c×wZ‡Z Lwid/MÖx®§Kvjxb gwiP Gi Drcv`b Kjv‡KŠkj Pv‡li †gŠmyg: Av‡MB ejv n‡q‡Q GwU GKwU MÖx®§Kvjxb Rv‡Zi gwiP| gvP©- GwcÖj gv‡m (ga¨ ‰PÎ †_‡K ga¨ ˆekvL) Rwg‡Z G gwi‡Pi Pviv †ivc‡Yi Dchy³ mgq| †g gv‡mi 2q mßvn ch©šÍ G Rv‡Zi gwi‡Pi Pviv Rwg‡Z †ivcY Kiv †h‡Z cv‡i| Pviv Drcv`b c×wZ: Pviv Drcv`b K‡i g~j Rwg‡Z †ivcY Kiv nq| G Rb¨ gvP© gv‡m exR Zjvq exR ecb Ki‡Z n‡e| Pvivi ¸Yv¸Y dj‡bi Dci e¨vcK cÖfve †d‡j| GKvi‡Y DËg Pviv Drcv`‡b we‡kl `„wó ivLv Avek¨K| A‡c¶vK…Z DuPz Rwg †hLv‡b cvwb †gv‡UI `uvovq bv, h‡_ó Av‡jv evZvm cvq, wbK‡U cvwb †m‡Pi Drm i‡q‡Q Ges Av‡k cv‡k †mvjv‡bmx cwiev‡ii †Kvb Dw™¢` bvB Giƒc Rwg exRZjv ˆZwii Rb¨ DËg| cÖwZwU exR Zjvi AvK…wZ 3wg × 1wg nIqv evÂYxq| G ai‡bi cÖwZwU exR Zjvq 15 MÖvg nv‡i exR mvwi‡Z ecb Ki‡Z n‡e| fvj Pvivi Rb¨ cÖ_‡g exRZjvi gvwU‡Z cÖ‡qvRbxq K‡¤úv÷ mvi Ges Kv‡Vi QvB wgwk‡q SziSziv K‡i wb‡Z nq| exR ec‡bi 5-6 NÈv c~‡e© cÖwZ †KwR ex‡R 2 MÖvg nv‡i †cÖv‡f· ev","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Cowpea (felon),BARI Cowpea (felon)-1,†ev¯Ívgx,,,,,,,,False,False,False,False,False,False,False,evwi †djb-1,,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Cowpea (felon),BARI Cowpea (felon)-2,,1996.0,120.0,130.0,1.5,1.5,40.0,,False,False,False,False,False,False,False,evwi †djb-2,"AvšÍR©vwZK M‡elYv cÖwZôvb AvBAvBwUG (IITA) n‡Z †djb k‡m¨i Rvg©cøvRg msMÖn Kiv nq| msMÖnK…Z RvZ¸‡jvi Drcv`b ÿgZv, †ivMevjvB I †cvKvgvK‡oi AvµgY,km¨ cvKvi mgqKvj BZ¨vw` g~j¨vqb Kiv nq| RvZ D™¢ve‡bi avivevwnK G cÖ‡Póvi Ask wn‡m‡e †dj‡bi DbœZ RvZwU AvBAvBwUG (IITA) †_‡K msM„nxZ jvBb †_‡K ch©vqµwgK wbe©vP‡bi gva¨‡g D™¢veb Kiv n‡q‡Q (Station No. HAF-14)| cieZ©x‡Z †`‡ki wewfbœ¯’v‡b cÖv_wgK, AMÖeZ©x Ges eû¯’vwbK djb cixÿvi gva¨‡g GB RvZwU‡K D”P djbkxj RvZ wn‡m‡e wPwýZ Kiv nq| 1996 mv‡j RZxq exR †evW© GB RvZwU‡K evwYwR¨K wfwË‡Z Pvlvev‡`i Rb¨ Ôevwi †djb-2Õ bv‡g Aby‡gv`b †`q| Mv‡Qi WMv I cvZv meyR| MvQ mvavibZ Lvov _v‡K Z‡e gvwUi Ee©Zv †ewk n‡j jZv‡bv n‡q hvq| kvLv cÖkvLv ¸‡jv †ek †gvUv I k³| cÖwZ Mv‡Q 10-20wU ïwU a‡i Ges cªwZwU ïwU‡Z 12-16wU exR _v‡K| ex‡Ri Dc‡ii AveiY QvB i‡Oi| Mv‡Qi D”PZv 40-70 †mwg| †Mvov cPv I cvZvi `vM †ivM mnbkxj| Rxeb Kvj 120-130 w`b| 1000 ex‡Ri IRb 100-120 MÖvg| exR I †Lvmvi AbycvZ 3 t 1| Mo djb †n±icÖwZ 1500 †KwR| Avwg‡li cwigvY (%)-23.1|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Field pea,BARI Field pea-1,,2013.0,95.0,100.0,1.2,1.5,,,False,False,False,False,False,False,False,evwi gUi-1,"RvZwU AvÂwjK Wvj M‡elYv †K›`ª, gv`vixcyi KZ©„K 2013 mv‡j D™¢vweZ n‡q‡Q| RvZwUi ˆewkó¨ KvÐ meyR I †MvjvKvi, cvZvi is meyR, MvQ 100 †mwg j¤^v nq, Mv‡Qi eo cÎ djK I †UwÛªj we`¨gvb, dzj mv`v, d‡ji is KvuPv Ae¯’vq meyR Ges cvZv Ae¯’vq a~mi, ex‡Ri iO meyR, RxebKvj 95-100 w`b, 1000 ex‡Ri IRb 78.33 MÖvg| †n±icÖwZ djb 1200-1500 †KwR|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Field pea,BARI Field pea-2,,,,,,,,,False,False,False,False,False,False,False,evwi gUi-2,Wvj dmj K…wl cÖhyw³ nvZeB | 103 ecb c×wZ: wQwU‡q I mvwi Dfq c×wZ‡ZB ecb Kiv hvq| AvšÍtdmj ev wgkÖ dmj wn‡m‡e gyM Pvl Ki‡j mvaviYZ wQwU‡q ecb Kiv nq| Z‡e mvwi K‡i ecb KivB DËg| mvwi K‡i ecb Ki‡j AvšÍtcwiPh©vmn dj msMÖ‡ni myweav nq Ges ex‡Ri ¸Yv¸Ymn djbI †ewk nq| mvwi‡Z ec‡bi †ÿ‡Î mvwi †_‡K mvwii `~iZ¡ 30 †mwg ev 12 BwÂ ivL‡Z n‡e Ges MvQ †_‡K Mv‡Qi `~iZ¡ 7-8 †mwg| ex‡Ri nvi: gy‡Mi ex‡Ri cwigvY wbf©i K‡i ex‡Ri AvKvi Ges ecb c×wZi Dci| 15-18 †KwR/†n±i †QvU `vbvi †ÿ‡Î 1000 ex‡Ri IRb 25-32 MÖvg Ges 22-25 †KwR/†n. eo `vbvi †ÿ‡Î 40-52 MÖvg/1000 ex‡Ri IRb Ges wQwU‡q ec‡bi †ÿ‡Î ex‡Ri cwigvY mvgvb¨ †ewk w`‡Z n‡e| ec‡bi mgq: GjvKv‡f‡` gy‡Mi ecb mg‡qi ZviZg¨ †`Lv hvq| Lwid-1 †gŠmy‡g dvêyb gv‡mi 2q mßvn †_‡K †kl ch©šÍ (†deªæqvwii †kl fvM n‡Z gv‡P©i ga¨-fvM)| Lwid-2 †gŠmy‡g kªveY 3q mßvn-fv`ª 3q mßvn (AvM‡÷i wØZxq mßvn n‡Z †m‡Þ¤¦‡ii 1g mßvn ch©šÍ)| wej¤^ iwe †gŠmy‡g ewikvj GjvKvi Rb¨ ec‡bi DËg mgq gvN gvm (Rvbyqvwii 2q mßvn †_‡K †deªæqvwii ga¨ fvM)| mv‡ii cwigvY I cÖ‡qvM c×wZ: GKK dm‡ji Rb¨ Abye©i Rwg‡Z †n±icÖwZ mvi¸wj Rwg †kl Pv‡li mgq wb¤œiƒc nv‡i mvi e¨envi Ki‡Z n‡e| AšÍe©Z©xKvjxb cwiPhv©: ec‡bi 20-25 w`‡bi g‡a¨ GKevi AvMvQv `gb Kiv cÖ‡qvRb| AwZe„wói d‡j hv‡Z Rjve×Zv m„wó n‡Z bv cv‡i †m Rb¨ AwZwi³ cvwb †ei nIqvi e¨e¯’v ivL‡Z n‡e| GQvov Lwid-1 †gŠmy‡g e„wó bv n‡j mwVK mg‡q ec‡bi Rb¨ ec‡bi c~‡e© ev c‡i GKwU †mP cÖ‡qvRb| †mP w`‡j Pviv MRv‡bvi ci gvjwPs K‡i w`‡Z n‡e| GQvovI cÖ‡qvR‡b cieZx©‡Z gvwU‡Z i‡mi Afve n‡j 1-2 wU nvjKv †mP w`‡Z n‡e| dmj msMÖn: dj cwic° n‡q Kvj‡P eY© aviY Ki‡j dj msMÖn ,"BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Field pea,BARI Field pea-3,,2017.0,101.0,105.0,,,,,False,False,False,False,False,True,False,evwi gUi-3,"cÖ¯ÍvweZ jvBbwU Wvj M‡elYv †K‡›`ªi msM„nxZ Rvg©cøvRg n‡Z msMÖn K‡i ACIAR cÖK‡íi gva¨‡g 2010 mvj n‡Z cyYivq g~j¨vqb Kiv nq| Avgb avb KvUvi ci ev Avgb av‡bi Rwg‡Z mv_x dmj wnmv‡e Rwg‡K Pvlvev‡`i AvIZvq G‡b gU‡ii Drcv`b evov‡bvi j‡¶¨ A‡bK¸‡jv jvBb 2015 mvj ch©šÍ wewfbœ AÂ‡j mv_x dmj wn‡m‡e g~j¨vqb Kiv nq| Zb¥‡a¨ GwU D”Pdjbkxj, K`©gv³ Rwg‡Z Pv‡lvc‡hvMx (mv_x dmj wn‡m‡e) Ges †ivM cÖwZ‡ivax jvBb wn‡m‡e wbe©vPb Kiv nq| GwU 2014 †_‡K 2016 mvj ch©šÍ mv‡j evsjv‡`‡ki h‡kvi, Rvgvjcyi, dwi`cyi I cvebv AÂ‡j djb I Awf‡hvRb ¶gZv, †ivM evjvB I †cvKv-gvKo ms‡e`bkxjZv Ges ¸YMZ gvb g~j¨vqb Ki nq| `xN©w`b cix¶vi ci jvBbwU GKwU m¤¢vebvgq jvBb wn‡m‡e wbe©vwPZ nIqvq RvZ wn‡m‡e gy³vq‡bi Rb¨ cÖ¯Íve Kiv nq Ges 2017 mv‡j GwU evwi gUi-3 wn‡m‡e Aegy³ Kiv nq| gU‡ii m¤¢vebvgq RvZ wnmv‡e Gi gva¨‡g †`‡ki GKwU wekvj cwZZ Rwg Pvlvev‡`i AvIZvq Avbv m¤¢e n‡e Ges †`‡ki Wv‡ji NvUwZ c~i‡Y mnvqK f~wgKv ivL‡Z cvi‡e| Rv‡Zi D‡jøL‡hvM¨ ˆewkó¨: MvQ Lvov cÖK…wZi I j¤^v| exR meyRvf mv`v e‡Y©i I Zzjbvg~jK eo| dz‡ji is mv`v| Pviv Ae¯’vq †Mvov cPv †ivM mnbkxj| cvDWvwi wgjwWD I iv÷ †ivM mnbkxj| ga¨g AvK…wZi exR (1000 ex‡Ri IRb 95-105 MÖvg)| Avgb av‡bi mv‡_ mv_x dmj wn‡m‡e LyeB Dc‡hvMx| RxebKvj 101-105 w`b djb| meyR d‡ji djb 5600-6000 ‡KwR/‡n±i| ex‡Ri djb 2010-2290‡KwR/‡n±i|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
Field pea,BARI Field pea-4,,,94.0,103.0,,,,,False,False,False,False,False,False,False,evwi gUi-4,"RvZwUi MvQ 93-159 †mwg ch©šÍ j¤^v n‡Z cv‡i| iwe †gŠmz‡g Pvl‡hvM¨, dzj †Mvjvcx iO‡qi| RxebKvj 94-103 w`b| cÖwZwU Mv‡Q 23-38 wU dj a‡i|exR Kvj‡P meyRvf e‡Y©i| 100 ex‡Ri IRb 9.67-15.27 MÖvg| RvZwUi KwP cvZv I mezR dj mwâ wn‡m‡e e¨envi‡hvM¨| RvZwU Avgb av‡bi mv‡_ mv_x dmj wn‡m‡e Pv‡lvc‡hvMx| Mo ex‡Ri djb : 1.60 n‡Z 2.30 Ub/‡n±i|","BARI Krishi Projukti Hatboi, 10th edition (Dec 2024), Akhond et al. (eds.) 2025"
