region,table,pattern,area_ha,pct_nca,n_upazilas,source
Bogra,"Cropping patterns for vegetables and spices crops in Bogra region, 2014-15.",Onion-Sesame-Fallow,350.0,0.05,2,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197"
Bogra,"Cropping patterns for vegetables and spices crops in Bogra region, 2014-15.",Garlic-Vegetable-Vegetable,345.0,0.05,9,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197"
Bogra,"Cropping patterns for vegetables and spices crops in Bogra region, 2014-15.",Potato-Boro-Vegetable,300.0,0.04,1,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197"
Bogra,"Cropping patterns for vegetables and spices crops in Bogra region, 2014-15.",Potato-Maize-Aus,300.0,0.04,1,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197"
Bogra,"Cropping patterns for vegetables and spices crops in Bogra region, 2014-15.",Potato-Maize-Aus-Vegetable,300.0,0.04,1,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197"
Bogra,"Cropping patterns for vegetables and spices crops in Bogra region, 2014-15.",Vegetable-Boro-Jute,300.0,0.04,2,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197"
Bogra,"Cropping patterns for vegetables and spices crops in Bogra region, 2014-15.",Pea-Aus-Vegetable,280.0,0.04,1,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197"
Bogra,"Cropping patterns for vegetables and spices crops in Bogra region, 2014-15.",Lentil-Vegetable-Vegetable,270.0,0.04,5,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197"
Bogra,"Cropping patterns for vegetables and spices crops in Bogra region, 2014-15.",Boro-Vegetable-T. Aman,200.0,0.03,2,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197"
Bogra,"Cropping patterns for vegetables and spices crops in Bogra region, 2014-15.",Potato-Fallow-T. Aman,200.0,0.03,1,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197"
Bogra,"Cropping patterns for vegetables and spices crops in Bogra region, 2014-15.",Vegetable-Fallow-Blackgram,200.0,0.03,3,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Pattern in Bogra', doi:10.3329/brj.v21i2.38197"
Comilla,"Cropping patterns with exclusive rice in Comilla region, 2014-15.",Boro-Fallow-Fallow,114780.0,26.18,30,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive rice in Comilla region, 2014-15.",Boro-Fallow-T. Aman,87410.0,19.93,25,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive rice in Comilla region, 2014-15.",Boro-Aus-T. Aman,64830.0,14.78,26,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive rice in Comilla region, 2014-15.",Boro-B. Aman,38360.0,8.75,19,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive rice in Comilla region, 2014-15.",Boro-Aus-Fallow,4670.0,1.06,8,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive rice in Comilla region, 2014-15.",Fallow-Aus-T. Aman,4160.0,0.95,4,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive rice in Comilla region, 2014-15.",Fallow-Fallow-T. Aman,3430.0,0.78,1,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive rice in Comilla region, 2014-15.",Boro-Sesbania-T. Aman,3000.0,0.68,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive rice in Comilla region, 2014-15.",Boro-Sesbania-Fallow,1910.0,0.44,6,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Potato-Maize-Fallow,7050.0,1.61,5,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Vegetable-Vegetable-Vegetable,7030.0,1.6,22,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Vegetable-Vegetable-Fallow,6840.0,1.56,16,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Potato-Jute-Fallow,3870.0,0.88,11,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Maize-Fallow-Fallow,1500.0,0.34,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Vegetable-Fallow-Fallow,1180.0,0.27,6,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Sweet potato-Fallow-Fallow,1060.0,0.24,10,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Maize-Vegetable-Fallow,800.0,0.18,1,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Wheat-Jute-Fallow,780.0,0.18,5,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Mustard-Jute-Fallow,730.0,0.17,5,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Chilli-Jute-Fallow,725.0,0.17,6,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Coriander-Fallow-Fallow,700.0,0.16,4,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Soybean-Fallow-Fallow,700.0,0.16,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Chilli-Fallow-Fallow,600.0,0.14,3,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Potato-Sesbania,550.0,0.13,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Onion-Jute-Fallow,400.0,0.09,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Garlic-Jute-Fallow,390.0,0.09,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Lentil-Jute-Fallow,360.0,0.08,3,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Fallow-Fallow-Blackgram,350.0,0.08,5,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Vegetable-Jute-Fallow,335.0,0.08,6,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Sweet potato-Vegetable-Fallow,330.0,0.08,4,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Chilli-Vegetable-Fallow,220.0,0.05,5,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns with exclusive non-rice in Comilla region, 2014-15.",Lentil-Sesame-Fallow,170.0,0.04,3,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Boro-B. Aman,38360.0,8.75,19,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Mustard-B. Aman,9690.0,2.21,9,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Chilli-B. Aman,3820.0,0.87,9,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Potato-B. Aman,3720.0,0.85,8,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Lentil-B. Aman,2970.0,0.68,10,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Vegetable-B. Aman,2480.0,0.57,7,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Wheat-B. Aman,2140.0,0.49,9,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Grasspea-B. Aman,1785.0,0.41,9,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Fallow-Sesame+B. Aman,950.0,0.22,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Coriander-B. Aman,790.0,0.18,3,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Soybean-B. Aman,550.0,0.13,1,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Mustard-Boro-B. Aman,500.0,0.11,4,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Mustard-Sesame+B. Aman,500.0,0.11,1,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Maize-B. Aman,450.0,0.1,3,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Sweet potato-B. Aman,440.0,0.1,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Onion-B. Aman,395.0,0.09,6,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Sesame-B. Aman,330.0,0.08,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Garlic-B. Aman,220.0,0.05,4,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Muskmelon-B. Aman,175.0,0.04,4,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Blackgram-B. Aman,170.0,0.04,3,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns under deep-water rice ecosystem in Comilla region, 2014-15.",Potato+Maize-B. Aman,110.0,0.03,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Mustard-B. Aman,9690.0,2.21,9,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Mustard-Boro-Fallow,3810.0,0.87,12,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Mustard-Boro-T. Aman,2100.0,0.48,6,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Mustard-Aus-Fallow,1900.0,0.43,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Mustard-Boro-Aus-T. Aman,1470.0,0.34,9,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Mustard-Maize-T. Aman,1030.0,0.23,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Mustard-Jute-Fallow,730.0,0.17,5,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Soybean-Fallow-Fallow,700.0,0.16,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Soybean-B. Aman,550.0,0.13,1,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Mustard-Boro-B. Aman,500.0,0.11,4,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Mustard-Sesame+B. Aman,500.0,0.11,1,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Mustard-Fallow-T. Aman,400.0,0.09,1,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Soybean-Fallow-T. Aman,400.0,0.09,1,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Mustard-Boro-Aus,330.0,0.08,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Sesame-B. Aman,330.0,0.08,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Sesame-Fallow-T. Aman,300.0,0.07,1,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Mustard-Aus-T. Aman,245.0,0.06,4,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Lentil-Sesame-Fallow,170.0,0.04,3,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Groundnut-Aus-T. Aman,160.0,0.04,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Groundnut-Sesame-Fallow,150.0,0.03,1,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Soybean-Jute-Fallow,130.0,0.03,1,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for oil-seed crops in Comilla region, 2014-15.",Potato-Sesame-T. Aman,125.0,0.03,4,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for pulse crops in Comilla region, 2014-15.",Lentil-B. Aman,2970.0,0.68,10,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for pulse crops in Comilla region, 2014-15.",Grasspea-B. Aman,1785.0,0.41,9,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for pulse crops in Comilla region, 2014-15.",Boro-Fallow-Blackgram,880.0,0.2,2,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for pulse crops in Comilla region, 2014-15.",Lentil-Jute-T. Aman,500.0,0.11,1,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for pulse crops in Comilla region, 2014-15.",Grasspea-Jute-T. Aman,400.0,0.09,1,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for pulse crops in Comilla region, 2014-15.",Lentil-Jute-Fallow,360.0,0.08,3,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for pulse crops in Comilla region, 2014-15.",Lentil-Jute-Fallow,360.0,0.08,3,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for pulse crops in Comilla region, 2014-15.",Fallow-Fallow-Blackgram,350.0,0.08,5,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for pulse crops in Comilla region, 2014-15.",Blackgram-B. Aman,170.0,0.04,3,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for pulse crops in Comilla region, 2014-15.",Lentil-Sesame-Fallow,170.0,0.04,3,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for vegetables and spices in Comilla region, 2014-15.",Potato-Maize-Fallow,7050.0,1.61,5,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for vegetables and spices in Comilla region, 2014-15.",Vegetable-Vegetable-Vegetable,7030.0,1.6,22,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for vegetables and spices in Comilla region, 2014-15.",Vegetable-Vegetable-Fallow,6840.0,1.56,16,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for vegetables and spices in Comilla region, 2014-15.",Potato-Boro-Fallow,4250.0,0.97,4,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for vegetables and spices in Comilla region, 2014-15.",Potato-Jute-Fallow,3870.0,0.88,11,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for vegetables and spices in Comilla region, 2014-15.",Potato-Aus-T. Aman,2500.0,0.57,8,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for vegetables and spices in Comilla region, 2014-15.",Potato-Boro-T. Aman,2120.0,0.48,9,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for vegetables and spices in Comilla region, 2014-15.",Vegetable-Aus-T. Aman,1775.0,0.4,7,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for vegetables and spices in Comilla region, 2014-15.",Vegetable-Aus-Fallow,1640.0,0.37,7,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for vegetables and spices in Comilla region, 2014-15.",Boro-Vegetable(Float/Norm),1230.0,0.28,3,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for vegetables and spices in Comilla region, 2014-15.",Vegetable-Fallow-Fallow,1180.0,0.27,6,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for vegetables and spices in Comilla region, 2014-15.",Vegetable-Fallow-T. Aman,1160.0,0.26,6,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
Comilla,"Cropping patterns for vegetables and spices in Comilla region, 2014-15.",Potato-Maize-T. Aman,930.0,0.21,4,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversity and Cropping Patterns of Comilla Region', doi:10.3329/brj.v21i2.38198"
