crop_group,crop_en,crop_bn,page,occurrence,fertilizer,dose_min,dose_max,unit,basis,plausible_per_ha,snippet
tuber,potato,আলু,25,0,urea,325.0,350.0,kg,ha,True,ইউরিয়া 325-350 কেজি
tuber,potato,আলু,25,1,tsp,200.0,220.0,kg,ha,True,টিএসপি 200-220 কেজি
tuber,potato,আলু,25,2,mop,250.0,300.0,kg,ha,True,এমপি 250-300 কেজি
tuber,potato,আলু,25,3,gypsum,100.0,120.0,kg,ha,True,জিপসাম 100-120 কেজি
tuber,potato,আলু,25,4,zinc_sulphate,8.0,10.0,kg,ha,True,জিংক সালফেট 8-10 কেজি
tuber,potato,আলু,25,5,boron,6.0,9.0,kg,ha,True,বোরিক এসিড (প্রয়োজনবোধে) 6-9 কেজি
tuber,potato,আলু,25,6,cowdung,10.0,10.0,t,ha,True,গোবর 10 টন
tuber,sweet potato,মিষ্টি আলু,41,0,urea,250.0,280.0,kg,ha,True,ইউরিয়া 250-280
tuber,sweet potato,মিষ্টি আলু,41,1,tsp,140.0,170.0,kg,ha,True,টি এস পি 140-170
tuber,sweet potato,মিষ্টি আলু,41,2,mop,230.0,260.0,kg,ha,True,এমও পি 230-260
tuber,sweet potato,মিষ্টি আলু,41,3,gypsum,60.0,80.0,kg,ha,True,জিপসাম 60-80
tuber,sweet potato,মিষ্টি আলু,41,4,zinc_sulphate,10.0,12.0,kg,ha,True,জিংক সালফেট* 10-12
tuber,sweet potato,মিষ্টি আলু,41,5,magnesium_sulphate,90.0,120.0,kg,ha,True,ম্যাগনেসিয়াম সালফেট* 90-120
tuber,sweet potato,মিষ্টি আলু,41,6,boron,6.0,8.0,kg,ha,True,বরিক এসিড* 6-8
tuber,sweet potato,মিষ্টি আলু,41,7,cowdung,10.0,10.0,t,ha,True,"গোবর 10,000"
tuber,water taro (panikochu),কচু,54,0,cowdung,10.0,15.0,t,ha,True,"গোবর 10,000-15,000"
tuber,water taro (panikochu),কচু,54,1,urea,300.0,350.0,kg,ha,True,ইউরিয়া 300 - 350
tuber,water taro (panikochu),কচু,54,2,tsp,150.0,200.0,kg,ha,True,টিএসপি 150 - 200
tuber,water taro (panikochu),কচু,54,3,mop,300.0,340.0,kg,ha,True,এমওপি 300-340
tuber,water taro (panikochu),কচু,54,4,gypsum,100.0,130.0,kg,ha,True,জিপসাম 100 - 130
tuber,water taro (panikochu),কচু,54,5,zinc_sulphate,10.0,16.0,kg,ha,True,জিংক সালফেট* 10 - 16
tuber,water taro (panikochu),কচু,54,6,boron,10.0,12.0,kg,ha,True,বরিক এসিড* 10 - 12
tuber,tannia (Xanthosoma),সাহেবীকচু,58,0,cowdung,8.0,8.0,kg,plant,False,গোবর 8 কেজি
tuber,tannia (Xanthosoma),সাহেবীকচু,58,1,urea,100.0,100.0,g,plant,False,ইউরিয়া 100 গ্রাম
tuber,tannia (Xanthosoma),সাহেবীকচু,58,2,dap,140.0,140.0,g,plant,False,ডিএপি 140 গ্রাম
tuber,tannia (Xanthosoma),সাহেবীকচু,58,3,mop,140.0,140.0,g,plant,False,এমওপি 140 গ্রাম
tuber,tannia (Xanthosoma),সাহেবীকচু,58,4,gypsum,12.0,12.0,g,plant,False,জিপসাম 12 গ্রাম
tuber,taro (mukhikochu),মুখীকচু,62,0,cowdung,10.0,10.0,t,ha,True,"গোবর 10,000"
tuber,taro (mukhikochu),মুখীকচু,62,1,urea,250.0,330.0,kg,ha,True,ইউরিয়া 250-330
tuber,taro (mukhikochu),মুখীকচু,62,2,tsp,150.0,200.0,kg,ha,True,টিএসপি 150-200
tuber,taro (mukhikochu),মুখীকচু,62,3,mop,250.0,350.0,kg,ha,True,এমওপি 250-350
tuber,taro (mukhikochu),মুখীকচু,62,4,gypsum,100.0,130.0,kg,ha,True,জিপসাম 100 - 130
tuber,taro (mukhikochu),মুখীকচু,62,5,zinc_sulphate,10.0,16.0,kg,ha,True,জিংক সালফেট* 10 - 16
tuber,taro (mukhikochu),মুখীকচু,62,6,boron,10.0,12.0,kg,ha,True,বরিক এসিড* 10-12
tuber,elephant foot yam,ওলকচু,64,0,urea,325.0,325.0,kg,ha,True,ইউরিয়া 325 কেজি
tuber,elephant foot yam,ওলকচু,64,1,tsp,210.0,210.0,kg,ha,True,টিএসপি 210 কেজি
tuber,elephant foot yam,ওলকচু,64,2,mop,175.0,175.0,kg,ha,True,এমপি 175 কেজি
pulse,grass pea,খেসারী,72,0,urea,30.0,35.0,kg,ha,True,ইউরিয়া 30-35
pulse,grass pea,খেসারী,72,1,tsp,53.0,60.0,kg,ha,True,টিএসপি 53-60
pulse,grass pea,খেসারী,72,2,mop,40.0,45.0,kg,ha,True,এমওপি 40-45
pulse,grass pea,খেসারী,72,3,gypsum,40.0,45.0,kg,ha,True,জিপসাম 40-45
pulse,grass pea,খেসারী,72,4,boron,7.0,10.0,kg,ha,True,বোরন (প্রয়োজনবোধে) 7-10
pulse,lentil,মসুর,77,0,urea,40.0,45.0,kg,ha,True,ইউরিয়া 40-45
pulse,lentil,মসুর,77,1,tsp,80.0,90.0,kg,ha,True,টিএসপি 80-90
pulse,lentil,মসুর,77,2,mop,40.0,45.0,kg,ha,True,এমওপি 40-45
pulse,lentil,মসুর,77,3,gypsum,50.0,55.0,kg,ha,True,জিপসাম 50-55
pulse,lentil,মসুর,77,4,boron,7.0,10.0,kg,ha,True,বোরন (প্রয়োজনবোধে) 7-10
pulse,chickpea,ছোলা,85,0,tsp,80.0,90.0,kg,ha,True,টিএসপি 80-90
pulse,chickpea,ছোলা,85,1,mop,40.0,45.0,kg,ha,True,এমওপি 40-45
pulse,chickpea,ছোলা,85,2,gypsum,50.0,55.0,kg,ha,True,জিপসাম 50-55
pulse,chickpea,ছোলা,85,3,boron,7.0,10.0,kg,ha,True,বোরন (প্রয়োজনবোধে) 7-10
pulse,black gram,মাসকলাই,90,0,urea,40.0,45.0,kg,ha,True,ইউরিয়া 40-45
pulse,black gram,মাসকলাই,90,1,tsp,80.0,90.0,kg,ha,True,টিএসপি 80-90
pulse,black gram,মাসকলাই,90,2,mop,40.0,45.0,kg,ha,True,এমওপি 40 -45
pulse,black gram,মাসকলাই,90,3,gypsum,50.0,55.0,kg,ha,True,জিপসাম 50-55
pulse,black gram,মাসকলাই,90,4,boron,7.0,10.0,kg,ha,True,বোরন (প্রয়োজনবোধে) 7-10
pulse,mung bean,মুগ,95,0,urea,40.0,45.0,kg,ha,True,ইউরিয়া 40-45
pulse,mung bean,মুগ,95,1,tsp,80.0,90.0,kg,ha,True,টিএসপি 80-90
pulse,mung bean,মুগ,95,2,mop,40.0,45.0,kg,ha,True,এমওপি 40-45
pulse,mung bean,মুগ,95,3,gypsum,50.0,55.0,kg,ha,True,জিপসাম 50-55
pulse,mung bean,মুগ,95,4,boron,7.0,10.0,kg,ha,True,বোরন (প্রয়োজনবোধে) 7-10
pulse,cowpea,ফেলন,101,0,urea,30.0,40.0,kg,ha,True,ইউরিয়া 30-40 কেজি
pulse,cowpea,ফেলন,101,1,tsp,80.0,90.0,kg,ha,True,টিএসপি 80-90 কেজি
pulse,cowpea,ফেলন,101,2,mop,40.0,45.0,kg,ha,True,এমপি 40-45 কেজি
pulse,field pea,মটর,104,0,urea,30.0,40.0,kg,ha,True,ইউরিয়া 30-40
pulse,field pea,মটর,104,1,tsp,80.0,90.0,kg,ha,True,টিএসপি 80-90
pulse,field pea,মটর,104,2,mop,40.0,45.0,kg,ha,True,এমওপি 40 -45
pulse,field pea,মটর,104,3,gypsum,50.0,55.0,kg,ha,True,জিপসাম 50 -55
pulse,field pea,মটর,104,4,boron,7.0,10.0,kg,ha,True,বোরন 7 -10
oilseed,mustard,সরিষা,115,0,urea,250.0,300.0,kg,ha,True,ইউরিয়া 250-300
oilseed,mustard,সরিষা,115,1,tsp,170.0,180.0,kg,ha,True,টিএসপি 170-180
oilseed,mustard,সরিষা,115,2,mop,85.0,100.0,kg,ha,True,এমওপি 85-100
oilseed,mustard,সরিষা,115,3,gypsum,150.0,180.0,kg,ha,True,জিপসাম 150-180
oilseed,mustard,সরিষা,115,4,zinc_sulphate,5.0,7.0,kg,ha,True,জিংক সালফেট 5-7
oilseed,mustard,সরিষা,115,5,boron,10.0,10.0,kg,ha,True,বরিক এসিড (প্রয়োজনবোধে) 10
oilseed,mustard,সরিষা,115,6,cowdung,8.0,10.0,t,ha,True,পচা গোবর 8-10 টন
oilseed,sesame,তিল,120,0,urea,100.0,125.0,kg,ha,True,ইউরিয়া 100-125 কেজি
oilseed,sesame,তিল,120,1,tsp,130.0,150.0,kg,ha,True,টিএসপি 130-150 কেজি
oilseed,sesame,তিল,120,2,mop,40.0,50.0,kg,ha,True,এমওপি 40-50 কেজি
oilseed,sesame,তিল,120,3,gypsum,100.0,110.0,kg,ha,True,জিপসাম 100-110 কেজি
oilseed,sesame,তিল,120,4,zinc_sulphate,0.0,5.0,kg,ha,True,জিংক সালফেট (প্রয়োজনে) 0-5 কেজি
oilseed,sesame,তিল,120,5,boron,8.0,10.0,kg,ha,True,বরিক এসিড (প্রয়োজনে) 8-10 কেজি
oilseed,groundnut,চীনাবাদাম,125,0,urea,25.0,25.0,kg,ha,True,ইউরিয়া 25
oilseed,groundnut,চীনাবাদাম,125,1,tsp,160.0,160.0,kg,ha,True,টিএসপি 160
oilseed,groundnut,চীনাবাদাম,125,2,mop,85.0,85.0,kg,ha,True,এমওপি 85
oilseed,groundnut,চীনাবাদাম,125,3,gypsum,300.0,300.0,kg,ha,True,জিপসাম 300
oilseed,groundnut,চীনাবাদাম,125,4,boron,10.0,10.0,kg,ha,True,বরিক এসিড(প্রয়োজনে) 10
oilseed,sunflower,সূর্যমুখী,130,0,urea,180.0,200.0,kg,ha,True,ইউরিয়া 180-200 কেজি
oilseed,sunflower,সূর্যমুখী,130,1,tsp,150.0,200.0,kg,ha,True,টিএসপি 150-200 কেজি
oilseed,sunflower,সূর্যমুখী,130,2,mop,120.0,150.0,kg,ha,True,এমওপি 120-150 কেজি
oilseed,sunflower,সূর্যমুখী,130,3,gypsum,120.0,170.0,kg,ha,True,জিপসাম 120-170 কেজি
oilseed,sunflower,সূর্যমুখী,130,4,zinc_sulphate,8.0,10.0,kg,ha,True,জিংক সালফেট 8-10 কেজি
oilseed,sunflower,সূর্যমুখী,130,5,boron,10.0,12.0,kg,ha,True,বরিক এসিড* 10-12 কেজি
oilseed,sunflower,সূর্যমুখী,130,6,magnesium_sulphate,80.0,100.0,kg,ha,True,ম্যাগনেসিয়াম সালফেট* 80-100 কেজি
oilseed,sunflower,সূর্যমুখী,130,7,urea,25.0,27.0,kg,bigha,False,ইউরিয়া 25-27
oilseed,sunflower,সূর্যমুখী,130,8,tsp,23.0,25.0,kg,bigha,False,টিএসপি 23-25
oilseed,sunflower,সূর্যমুখী,130,9,mop,20.0,25.0,kg,bigha,False,এমওপি 20-25
oilseed,sunflower,সূর্যমুখী,130,10,gypsum,20.0,25.0,kg,bigha,False,জিপসাম 20-25
oilseed,sunflower,সূর্যমুখী,130,11,zinc_sulphate,1.35,1.35,kg,bigha,False,জিংক সালফেট 1.35
oilseed,sunflower,সূর্যমুখী,130,12,boron,1.35,1.35,kg,bigha,False,বরিক এসিড* 1.35
oilseed,sunflower,সূর্যমুখী,130,13,cowdung,1.1,1.3,t,bigha,False,গোবর (টন) 1.1-1.3
oilseed,soybean,সয়াবিন,134,0,urea,50.0,60.0,kg,ha,True,ইউরিয়া 50-60 কেজি
oilseed,soybean,সয়াবিন,134,1,tsp,150.0,175.0,kg,ha,True,টিএসপি 150-175 কেজি
oilseed,soybean,সয়াবিন,134,2,mop,100.0,120.0,kg,ha,True,এমওপি 100-120 কেজি
oilseed,soybean,সয়াবিন,134,3,gypsum,80.0,115.0,kg,ha,True,জিপসাম 80-115 কেজি
oilseed,soybean,সয়াবিন,134,4,boron,8.0,10.0,kg,ha,True,বোরন (প্রয়োজন বোধে) 8-10 কেজি
oilseed,niger,গর্জন তিল,136,0,urea,70.0,80.0,kg,ha,True,ইউরিয়া 70-80 কেজি
oilseed,niger,গর্জন তিল,136,1,tsp,110.0,130.0,kg,ha,True,টিএসপি 110-130 কেজি
oilseed,niger,গর্জন তিল,136,2,mop,45.0,55.0,kg,ha,True,এমওপি 45-55 কেজি
oilseed,linseed,তিসি,138,0,urea,70.0,80.0,kg,ha,True,ইউরিয়া 70-80 কেজি
oilseed,linseed,তিসি,138,1,tsp,110.0,130.0,kg,ha,True,টিএসপি 110-130 কেজি
oilseed,linseed,তিসি,138,2,mop,40.0,50.0,kg,ha,True,এমওপি 40-50 কেজি
vegetable,tomato,টমেটো,142,0,cowdung,10.0,10.0,t,ha?,True,কম্পোস্ট 10000 কেজি
vegetable,tomato,টমেটো,142,1,urea,300.0,300.0,kg,ha?,True,ইউরিয়া 300 কেজি
vegetable,tomato,টমেটো,142,2,tsp,350.0,350.0,kg,ha?,True,টিএসপি 350 কেজি
vegetable,tomato,টমেটো,142,3,mop,280.0,280.0,kg,ha?,True,এমওপি 280 কেজি
vegetable,tomato,টমেটো,142,4,gypsum,100.0,100.0,kg,ha?,True,জিপসাম 100 কেজি
vegetable,tomato,টমেটো,142,5,boron,5.0,5.0,kg,ha?,True,বোরিক এসিড 5 কেজি
vegetable,tomato,টমেটো,142,6,zinc_sulphate,5.0,5.0,kg,ha?,True,জিঙ্ক সালফেট 5 কেজি
vegetable,tomato,টমেটো,142,7,magnesium_sulphate,5.0,5.0,kg,ha?,True,ম্যাগনেসিয়াম 5 কেজি
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,0,cowdung,20.0,20.0,kg,ha?,False,কম্পোস্ট 20
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,1,urea,0.79,0.27,kg,ha?,False,ইউরিয়া 0.79 - 0.27
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,2,tsp,0.73,0.73,kg,ha?,False,টিএসপি 0.73
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,3,mop,0.37,0.37,kg,ha?,False,এমওপি 0.37
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,4,gypsum,0.38,0.38,kg,ha?,False,জিপসাম 0.38
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,5,zinc_sulphate,0.05,0.05,kg,ha?,False,জিংক সালফেট 0.05
vegetable,summer hybrid tomato,বারি হাইব্রিড টমেটো-4 (গ্রীষ্মকালীন),145,6,boron,0.03,0.03,kg,ha?,False,বরিক এসিড 0.03
vegetable,brinjal,বেগুন,150,0,cowdung,10.0,10.0,t,ha,True,"কম্পোস্ট 10,000"
vegetable,brinjal,বেগুন,150,1,tsp,250.0,250.0,kg,ha,True,টিএসপি 250
vegetable,brinjal,বেগুন,150,2,mop,200.0,50.0,kg,ha,True,এমওপি 200 - 50
vegetable,brinjal,বেগুন,150,3,gypsum,100.0,100.0,kg,ha,True,জিপসাম 100
vegetable,brinjal,বেগুন,150,4,boron,10.0,10.0,kg,ha,True,বোরিক এসিড (বোরন) 10
vegetable,Bt brinjal,বিটি বেগুন,155,0,cowdung,10.0,10.0,t,ha,True,"কম্পোস্ট 10,000"
vegetable,Bt brinjal,বিটি বেগুন,155,1,tsp,250.0,250.0,kg,ha,True,টিএসপি 250
vegetable,Bt brinjal,বিটি বেগুন,155,2,mop,200.0,50.0,kg,ha,True,এমওপি 200 - 50
vegetable,Bt brinjal,বিটি বেগুন,155,3,gypsum,100.0,100.0,kg,ha,True,জিপসাম 100
vegetable,Bt brinjal,বিটি বেগুন,155,4,boron,10.0,10.0,kg,ha,True,বোরিক এসিড (বোরন) 10
vegetable,sweet pepper,মিষ্টিমরিচ,161,0,zinc_sulphate,12.0,12.0,kg,ha?,True,জিঙ্ক সালফেট 12
vegetable,hyacinth bean,শিম,166,0,cowdung,10.0,10.0,t,pit,False,গোবর 10 টন
vegetable,hyacinth bean,শিম,166,1,urea,25.0,25.0,kg,pit,False,ইউরিয়া 25 কেজি
vegetable,hyacinth bean,শিম,166,2,tsp,90.0,90.0,kg,pit,False,টিএসপি 90 কেজি
vegetable,hyacinth bean,শিম,166,3,mop,60.0,60.0,kg,pit,False,এমওপি 60 কেজি
vegetable,hyacinth bean,শিম,166,4,gypsum,60.0,60.0,kg,pit,False,জিপসাম 60 কেজি
vegetable,hyacinth bean,শিম,166,5,boron,5.0,5.0,kg,pit,False,বোরিক এসিড 5 কেজি
vegetable,bush bean,ঝাড় শিম,169,0,urea,200.0,250.0,kg,ha,True,ইউরিয়া 200-250 কেজি
vegetable,bush bean,ঝাড় শিম,169,1,tsp,200.0,250.0,kg,ha,True,টিএসপি 200-250 কেজি
vegetable,bush bean,ঝাড় শিম,169,2,mop,150.0,180.0,kg,ha,True,এমওপি 150-180 কেজি
vegetable,bush bean,ঝাড় শিম,169,3,cowdung,5.0,5.0,t,ha,True,গোবর 5 টন
vegetable,winged bean,কামরাঙ্গা শিম,170,0,urea,200.0,250.0,kg,ha,True,ইউরিয়া 200-250 কেজি
vegetable,winged bean,কামরাঙ্গা শিম,170,1,tsp,200.0,250.0,kg,ha,True,টিএসপি 200-250 কেজি
vegetable,winged bean,কামরাঙ্গা শিম,170,2,mop,150.0,180.0,kg,ha,True,এমওপি 150-180 কেজি
vegetable,winged bean,কামরাঙ্গা শিম,170,3,cowdung,5.0,5.0,t,ha,True,গোবর 5 টন
vegetable,yardlong bean,বরবটি,171,0,cowdung,10.0,10.0,t,ha?,True,"গোবর 10,000 কেজি"
vegetable,yardlong bean,বরবটি,171,1,urea,50.0,50.0,kg,ha?,True,ইউরিয়া 50 কেজি
vegetable,yardlong bean,বরবটি,171,2,tsp,150.0,150.0,kg,ha?,True,টিএসপি 150 কেজি
vegetable,yardlong bean,বরবটি,171,3,mop,150.0,150.0,kg,ha?,True,এমওপি 150 কেজি
vegetable,garden pea,মটরশুঁটি,176,0,cowdung,10.0,12.0,t,ha?,True,গোবর 10-12 টন
vegetable,garden pea,মটরশুঁটি,176,1,urea,100.0,100.0,kg,ha?,True,ইউরিয়া 100 কেজি
vegetable,garden pea,মটরশুঁটি,176,2,tsp,150.0,150.0,kg,ha?,True,টিএসপি 150 কেজি
vegetable,garden pea,মটরশুঁটি,176,3,mop,100.0,100.0,kg,ha?,True,এমওপি 100 কেজি
vegetable,stem amaranth,ডাঁটা,180,0,urea,188.0,188.0,kg,bigha,False,ইউরিয়া 188.0 কেজি
vegetable,stem amaranth,ডাঁটা,180,1,tsp,112.0,112.0,kg,bigha,False,টিএসপি 112.0 কেজি
vegetable,stem amaranth,ডাঁটা,180,2,mop,112.0,112.0,kg,bigha,False,এমওপি 112.0 কেজি
vegetable,stem amaranth,ডাঁটা,180,3,gypsum,56.0,56.0,kg,bigha,False,জিপসাম 56.0 কেজি
vegetable,cauliflower,ফুলকপি,184,0,cowdung,10.0,10.0,t,pit,False,গোবর 10 টন
vegetable,cauliflower,ফুলকপি,184,1,urea,150.0,150.0,kg,pit,False,ইউরিয়া 150 কেজি
vegetable,cauliflower,ফুলকপি,184,2,tsp,150.0,150.0,kg,pit,False,টিএসপি 150 কেজি
vegetable,cauliflower,ফুলকপি,184,3,mop,120.0,120.0,kg,pit,False,এমওপি 120 কেজি
vegetable,cauliflower,ফুলকপি,184,4,gypsum,100.0,100.0,kg,pit,False,জিপসাম 100 কেজি
vegetable,cauliflower,ফুলকপি,184,5,boron,10.0,10.0,kg,pit,False,বোরিক এসিড 10 কেজি
vegetable,spinach,পালংশাক,190,0,cowdung,10.0,10.0,t,ha,True,গোবর 10 টন
vegetable,spinach,পালংশাক,190,1,urea,180.0,180.0,kg,ha,True,ইউরিয়া 180 কেজি
vegetable,spinach,পালংশাক,190,2,tsp,125.0,125.0,kg,ha,True,টিএসপি 125 কেজি
vegetable,spinach,পালংশাক,190,3,mop,125.0,125.0,kg,ha,True,এমওপি 125 কেজি
vegetable,pak choi and Chinese cabbage,বাটিশাক ও চীনাশাক,191,0,urea,200.0,250.0,kg,ha,True,ইউরিয়া 200-250 কেজি
vegetable,pak choi and Chinese cabbage,বাটিশাক ও চীনাশাক,191,1,tsp,100.0,150.0,kg,ha,True,টিএসপি 100-150 কেজি
vegetable,pak choi and Chinese cabbage,বাটিশাক ও চীনাশাক,191,2,mop,150.0,200.0,kg,ha,True,এমওপি 150-200 কেজি
vegetable,pak choi and Chinese cabbage,বাটিশাক ও চীনাশাক,191,3,cowdung,10.0,12.0,t,ha,True,গোবর 10-12 টন
vegetable,Malabar spinach,পুঁইশাক,192,0,cowdung,10.0,12.0,t,ha,True,গোবর 10-12 টন
vegetable,Malabar spinach,পুঁইশাক,192,1,urea,165.0,185.0,kg,ha,True,ইউরিয়া 165-185 কেজি
vegetable,Malabar spinach,পুঁইশাক,192,2,tsp,110.0,120.0,kg,ha,True,টিএসপি 110 -120 কেজি
vegetable,Malabar spinach,পুঁইশাক,192,3,mop,110.0,120.0,kg,ha,True,এমওপি 110 -120 কেজি
vegetable,Malabar spinach,পুঁইশাক,192,4,boron,10.0,10.0,kg,ha,True,বোরিক এসিড 10 কেজি
vegetable,green amaranth,সবুজ ডাঁটা শাক,197,0,cowdung,40.0,40.0,kg,decimal,False,কম্পোস্ট 40 কেজি
vegetable,green amaranth,সবুজ ডাঁটা শাক,197,1,urea,800.0,800.0,g,decimal,False,ইউরিয়া 800 গ্রাম
vegetable,green amaranth,সবুজ ডাঁটা শাক,197,2,tsp,500.0,500.0,g,decimal,False,টিএসপি 500 গ্রাম
vegetable,green amaranth,সবুজ ডাঁটা শাক,197,3,mop,600.0,600.0,g,ha?,False,এমওপি 600 গ্রাম
vegetable,okra,ঢেঁড়স,200,0,urea,150.0,150.0,kg,ha?,True,ইউরিয়া 150 কেজি
vegetable,okra,ঢেঁড়স,200,1,tsp,100.0,100.0,kg,ha?,True,টিএসপি 100 কেজি
vegetable,okra,ঢেঁড়স,200,2,mop,150.0,150.0,kg,ha?,True,এমওপি 150 কেজি
vegetable,cucurbits (general),কুমড়াজাতীয় সবজি,202,0,cowdung,10.0,10.0,t,pit,False,পচা গোবর 10 টন
vegetable,cucurbits (general),কুমড়াজাতীয় সবজি,202,1,tsp,175.0,175.0,kg,pit,False,টিএসপি 175কেজি
vegetable,cucurbits (general),কুমড়াজাতীয় সবজি,202,2,urea,175.0,175.0,kg,pit,False,ইউরিয়া 175 কেজি
vegetable,cucurbits (general),কুমড়াজাতীয় সবজি,202,3,mop,150.0,150.0,kg,ha,True,এমওপি 150 কেজি
vegetable,cucurbits (general),কুমড়াজাতীয় সবজি,202,4,gypsum,100.0,100.0,kg,ha?,True,জিপসাম 100 কেজি
vegetable,cucurbits (general),কুমড়াজাতীয় সবজি,202,5,zinc_sulphate,12.5,12.5,kg,ha?,True,জিংক সালফেট 12.5 কেজি
vegetable,cucurbits (general),কুমড়াজাতীয় সবজি,202,6,boron,10.0,10.0,kg,ha?,True,বোরাক্স 10 কেজি
vegetable,cucurbits (general),কুমড়াজাতীয় সবজি,202,7,magnesium_sulphate,60.0,60.0,kg,ha?,True,ম্যাগনেসিয়াম সালফেট 60 কেজি
vegetable,bottle gourd,লাউ,206,0,cowdung,10.0,10.0,t,ha,True,গোবর 10 টন
vegetable,bottle gourd,লাউ,206,1,urea,150.0,150.0,kg,ha,True,ইউরিয়া 150 কেজি
vegetable,bottle gourd,লাউ,206,2,tsp,175.0,175.0,kg,ha,True,টিএসপি 175 কেজি
vegetable,bottle gourd,লাউ,206,3,mop,150.0,150.0,kg,ha,True,এমপি 150 কেজি
vegetable,bottle gourd,লাউ,206,4,gypsum,100.0,100.0,kg,ha,True,জিপসাম 100 কেজি
vegetable,bottle gourd,লাউ,206,5,zinc_sulphate,12.0,12.0,kg,ha,True,জিংক 12 কেজি
vegetable,bottle gourd,লাউ,206,6,boron,10.0,10.0,kg,ha,True,বরিক এসিড 10 কেজি
vegetable,bottle gourd,লাউ,206,7,magnesium_sulphate,40.0,40.0,kg,ha,True,ম্যাগনেসিয়াম সালফেট 40 কেজি
vegetable,snake gourd,চিচিঙ্গা,209,0,cowdung,10.0,10.0,t,ha?,True,পচা গোবর 10 টন
vegetable,snake gourd,চিচিঙ্গা,209,1,tsp,175.0,175.0,kg,ha?,True,টিএসপি 175 কেজি
vegetable,snake gourd,চিচিঙ্গা,209,2,urea,175.0,175.0,kg,ha?,True,ইউরিয়া 175 কেজি
vegetable,snake gourd,চিচিঙ্গা,209,3,mop,150.0,150.0,kg,ha?,True,এমপি 150 কেজি
vegetable,snake gourd,চিচিঙ্গা,209,4,gypsum,100.0,100.0,kg,ha?,True,জিপসাম 100 কেজি
vegetable,snake gourd,চিচিঙ্গা,209,5,zinc_sulphate,12.5,12.5,kg,ha?,True,দস্তা সার 12.5 কেজি
vegetable,snake gourd,চিচিঙ্গা,209,6,boron,10.0,10.0,kg,ha?,True,বোরাক্স 10 কেজি
vegetable,snake gourd,চিচিঙ্গা,209,7,magnesium_sulphate,60.0,60.0,kg,ha?,True,ম্যাগনেসিয়াম 60 কেজি
vegetable,ash gourd,চালকুমড়া,215,0,cowdung,10.0,10.0,t,ha?,True,"গোবর 10,000 কেজি"
vegetable,ash gourd,চালকুমড়া,215,1,urea,175.0,175.0,kg,ha?,True,ইউরিয়া 175 কেজি
vegetable,ash gourd,চালকুমড়া,215,2,tsp,175.0,175.0,kg,ha?,True,টিএসপি 175 কেজি
vegetable,ash gourd,চালকুমড়া,215,3,mop,150.0,150.0,kg,ha?,True,এমওপি 150 কেজি
vegetable,ash gourd,চালকুমড়া,215,4,gypsum,90.0,90.0,kg,ha?,True,জিপসাম 90 কেজি
vegetable,ash gourd,চালকুমড়া,215,5,zinc_sulphate,12.0,12.0,kg,ha?,True,জিংক সালফেট 12 কেজি
vegetable,ash gourd,চালকুমড়া,215,6,boron,10.0,10.0,kg,ha?,True,বোরাক্স 10 কেজি
vegetable,squash,স্কোয়াশ,218,0,cowdung,10.0,10.0,t,pit,False,পচা গোবর 10 টন
vegetable,squash,স্কোয়াশ,218,1,tsp,175.0,175.0,kg,pit,False,টিএসপি 175 কেজি
vegetable,squash,স্কোয়াশ,218,2,urea,175.0,175.0,kg,pit,False,ইউরিয়া 175 কেজি
vegetable,squash,স্কোয়াশ,218,3,mop,150.0,150.0,kg,ha,True,এমওপি 150 কেজি
vegetable,squash,স্কোয়াশ,218,4,gypsum,100.0,100.0,kg,ha?,True,জিপসাম 100 কেজি
