crop_group,crop_en,crop_bn,page,occurrence,fertilizer,dose_min,dose_max,unit,basis,plausible_per_ha,snippet
spice,ginger,আদা,413,5,zinc_sulphate,3.0,3.0,kg,ha?,True,জিংক সালফেট 3
spice,ginger,আদা,413,6,gypsum,111.0,111.0,kg,ha?,True,জিপসাম 111
spice,ginger,আদা,413,7,boron,3.0,3.0,kg,ha?,True,বরিক এসিড 3
spice,turmeric,হলুদ,418,0,cowdung,5.0,5.0,t,ha,True,গোবর 5 টন
spice,turmeric,হলুদ,418,1,urea,325.0,325.0,kg,ha,True,ইউরিয়া 325 কেজি
spice,turmeric,হলুদ,418,2,tsp,300.0,300.0,kg,ha,True,টিএসপি 300 কেজি
spice,turmeric,হলুদ,418,3,mop,280.0,280.0,kg,ha,True,এমওপি 280 কেজি
spice,turmeric,হলুদ,418,4,gypsum,140.0,140.0,kg,ha,True,জিপসাম 140 কেজি
spice,turmeric,হলুদ,418,5,boron,8.0,8.0,kg,ha,True,বরিক এসিড 8 কেজি
spice,turmeric,হলুদ,418,6,zinc_sulphate,14.0,14.0,kg,ha,True,জিংক সালফেট 14 কেজি
spice,coriander,ধনিয়া,422,0,cowdung,5.0,5.0,t,ha,True,গোবর 5 টন
spice,coriander,ধনিয়া,422,1,urea,180.0,180.0,kg,ha,True,ইউরিয়া 180 কেজি
spice,coriander,ধনিয়া,422,2,tsp,15.0,15.0,kg,ha,True,টিএসপি 15 কেজি
spice,coriander,ধনিয়া,422,3,mop,120.0,120.0,kg,ha,True,এমওপি 120 কেজি
spice,coriander,ধনিয়া,422,4,gypsum,110.0,110.0,kg,ha,True,জিপসাম 110 কেজি
spice,coriander,ধনিয়া,422,5,zinc_sulphate,10.0,10.0,kg,ha,True,জিংক সালফেট 10 কেজি
spice,coriander,ধনিয়া,422,6,boron,8.0,8.0,kg,ha,True,বরিক এসিড 8 কেজি
spice,fenugreek,মেথী,425,0,cowdung,5.0,5.0,t,ha,True,গোবর 5 টন
spice,fenugreek,মেথী,425,1,urea,175.0,175.0,kg,ha,True,ইউরিয়া 175 কেজি
spice,fenugreek,মেথী,425,2,tsp,175.0,175.0,kg,ha,True,টিএসপি 175 কেজি
spice,fenugreek,মেথী,425,3,mop,135.0,135.0,kg,ha,True,এমওপি 135 কেজি
spice,fenugreek,মেথী,425,4,gypsum,110.0,110.0,kg,ha,True,জিপসাম 110 কেজি
spice,fenugreek,মেথী,425,5,zinc_sulphate,10.0,10.0,kg,ha,True,জিংক সালফেট 10 কেজি
spice,fenugreek,মেথী,425,6,boron,8.0,8.0,kg,ha,True,বরিক এসিড 8 কেজি
spice,black cumin (nigella),কালোজিরা,426,0,cowdung,5.0,5.0,t,ha,True,গোবর 5 টন
spice,black cumin (nigella),কালোজিরা,426,1,urea,140.0,140.0,kg,ha,True,ইউরিয়া 140 কেজি
spice,black cumin (nigella),কালোজিরা,426,2,tsp,150.0,150.0,kg,ha,True,টিএসপি 150 কেজি
spice,black cumin (nigella),কালোজিরা,426,3,mop,120.0,120.0,kg,ha,True,এমওপি 120 কেজি
spice,black cumin (nigella),কালোজিরা,426,4,gypsum,85.0,85.0,kg,ha,True,জিপসাম 85 কেজি
spice,black cumin (nigella),কালোজিরা,426,5,zinc_sulphate,10.0,10.0,kg,ha,True,জিংক সালফেট 10 কেজি
spice,black cumin (nigella),কালোজিরা,426,6,boron,8.0,8.0,kg,ha,True,বরিক এসিড 8 কেজি
spice,fennel,মৌরি,430,0,cowdung,5.0,5.0,t,ha,True,গোবর 5 টন
spice,fennel,মৌরি,430,1,urea,180.0,180.0,kg,ha,True,ইউরিয়া 180 কেজি
spice,fennel,মৌরি,430,2,tsp,175.0,175.0,kg,ha?,True,টিএসপি 175 কেজি
spice,fennel,মৌরি,430,3,mop,14.0,14.0,kg,ha?,True,এমওপি 14
spice,fennel,মৌরি,430,4,gypsum,110.0,110.0,kg,ha?,True,জিপসাম 110 কেজি
spice,fennel,মৌরি,430,5,zinc_sulphate,10.0,10.0,kg,ha?,True,জিংক সালফেট 10 কেজি
spice,fennel,মৌরি,430,6,boron,8.0,8.0,kg,ha?,True,বরিক এসিড 8 কেজি
spice,firingi (spice),ফিরিঙ্গি,432,0,cowdung,5.0,5.0,t,ha?,True,গোবর 5 টন
spice,firingi (spice),ফিরিঙ্গি,432,1,urea,125.0,125.0,kg,ha?,True,ইউরিয়া 125 কেজি
spice,firingi (spice),ফিরিঙ্গি,432,2,tsp,125.0,125.0,kg,ha?,True,টিএসপি 125 কেজি
spice,firingi (spice),ফিরিঙ্গি,432,3,mop,90.0,90.0,kg,ha?,True,এমওপি 90 কেজি
spice,firingi (spice),ফিরিঙ্গি,432,4,gypsum,80.0,80.0,kg,ha?,True,জিপসাম 80 কেজি
spice,firingi (spice),ফিরিঙ্গি,432,5,boron,80.0,80.0,kg,ha?,True,বরিক এসিড 80
spice,dill (shaluk),শলুক,433,0,urea,170.0,170.0,kg,ha?,True,ইউরিয়া 170 কেজি
spice,dill (shaluk),শলুক,433,1,tsp,17.0,17.0,kg,ha?,True,টিএসপি 17
spice,dill (shaluk),শলুক,433,2,mop,120.0,120.0,kg,ha?,True,এমওপি 120 কেজি
spice,dill (shaluk),শলুক,433,3,gypsum,85.0,85.0,kg,ha?,True,জিপসাম 85 কেজি
spice,black pepper,গোল মরিচ,435,0,cowdung,10.0,10.0,kg,plant,False,কম্পোস্ট (কেজি) 10
spice,black pepper,গোল মরিচ,435,1,oil_cake,250.0,250.0,g,plant,False,খৈল (গ্রাম) 250
spice,black pepper,গোল মরিচ,435,2,tsp,115.0,115.0,g,plant,False,টিএসপি (গ্রাম) 115
spice,black pepper,গোল মরিচ,435,3,urea,50.0,50.0,g,plant,False,ইউরিয়া (গ্রাম) - 50
spice,black pepper,গোল মরিচ,435,4,mop,115.0,115.0,g,plant,False,মিউরেট অব পটাশ (গ্রাম) 115
spice,black pepper,গোল মরিচ,435,5,cowdung,5.0,5.0,kg,plant,False,কম্পোস্ট (কেজি) - 5 - 5
spice,black pepper,গোল মরিচ,435,6,tsp,250.0,250.0,g,ha?,False,টিএসপি (গ্রাম) - 250
spice,black pepper,গোল মরিচ,435,7,urea,75.0,75.0,g,ha?,False,ইউরিয়া (গ্রাম) 75
spice,black pepper,গোল মরিচ,435,8,mop,50.0,50.0,g,ha?,False,মিউরেট অব পটাশ (গ্রাম) 50
spice,betel leaf,পান,439,0,tsp,3.0,3.0,kg,ha,False,টিএসপি 3 কেজি
spice,betel leaf,পান,439,1,mop,3.0,3.0,kg,ha,False,এমওপি 3 কেজি
spice,betel leaf,পান,439,2,oil_cake,20.0,20.0,kg,ha,False,খৈল 20 কেজি
spice,betel leaf,পান,439,3,cowdung,10.0,15.0,t,ha,True,গোবর 10-15 টন
spice,betel leaf,পান,439,4,oil_cake,6.0,6.0,t,ha,False,খৈল 6 টন
spice,betel leaf,পান,439,5,urea,217.0,217.0,kg,ha,True,ইউরিয়া 217 কেজি
spice,betel leaf,পান,439,6,tsp,220.0,220.0,kg,ha,True,টিএসপি 220 কেজি
spice,betel leaf,পান,439,7,mop,84.0,84.0,kg,ha,True,এমওপি 84 কেজি
spice,betel leaf,পান,439,8,gypsum,50.0,50.0,kg,ha,True,জিপসাম 50 কেজি
spice,betel leaf,পান,439,9,zinc_sulphate,15.0,15.0,kg,ha,True,জিংক সালফেট 15 কেজি
spice,betel leaf,পান,439,10,oil_cake,4.0,4.0,t,ha,False,খৈল 4 টন
spice,betel leaf,পান,439,11,urea,180.0,180.0,kg,ha,True,ইউরিয়া 180 কেজি
spice,betel leaf,পান,439,12,tsp,150.0,150.0,kg,ha,True,টিএসপি 150 কেজি
spice,betel leaf,পান,439,13,mop,75.0,75.0,kg,ha,True,এমওপি 75 কেজি
spice,betel leaf,পান,439,14,gypsum,50.0,50.0,kg,ha,True,জিপসাম 50 কেজি
spice,betel leaf,পান,439,15,zinc_sulphate,15.0,15.0,kg,ha,True,জিংক সালফেট 15 কেজি
spice,Indian bay leaf,তেজপাতা,446,0,gypsum,1.0,1.0,kg,plant,False,জিপসাম: 1
spice,plum (alubokhara),আলুবোখারা,449,0,cowdung,10.0,15.0,kg,ha?,False,কম্পোস্ট 10-15 কেজি
spice,plum (alubokhara),আলুবোখারা,449,1,tsp,300.0,300.0,g,ha?,False,টিএসপি 300 গ্রাম
spice,plum (alubokhara),আলুবোখারা,449,2,mop,250.0,250.0,g,ha?,False,এমওপি 250 গ্রাম
spice,plum (alubokhara),আলুবোখারা,449,3,urea,100.0,100.0,g,ha?,False,ইউরিয়া 100 গ্রাম
spice,plum (alubokhara),আলুবোখারা,449,4,gypsum,150.0,150.0,g,ha?,False,জিপসাম 150 গ্রাম
spice,plum (alubokhara),আলুবোখারা,449,5,zinc_sulphate,10.0,10.0,g,ha?,False,দস্তা 10 গ্রাম
spice,plum (alubokhara),আলুবোখারা,449,6,boron,1.0,1.0,g,ha?,False,বোরন 1 গ্রাম
spice,plum (alubokhara),আলুবোখারা,449,7,cowdung,10.0,15.0,kg,plant,False,কম্পোস্ট (কেজি) 10-15
spice,plum (alubokhara),আলুবোখারা,449,8,urea,200.0,300.0,g,plant,False,ইউরিয়া (গ্রাম) 200-300
spice,plum (alubokhara),আলুবোখারা,449,9,tsp,150.0,200.0,g,plant,False,টিএসপি (গ্রাম) 150-200
spice,plum (alubokhara),আলুবোখারা,449,10,mop,150.0,200.0,g,plant,False,এমওপি (গ্রাম) 150-200
spice,aromatic ginger (Kaempferia),একাঙ্গী,451,0,cowdung,5.0,5.0,t,ha?,True,গোবর 5 টন
spice,aromatic ginger (Kaempferia),একাঙ্গী,451,1,urea,260.0,260.0,kg,ha?,True,ইউরিয়া 260 কেজি
spice,aromatic ginger (Kaempferia),একাঙ্গী,451,2,tsp,230.0,230.0,kg,ha?,True,টিএসপি 230 কেজি
spice,aromatic ginger (Kaempferia),একাঙ্গী,451,3,mop,190.0,190.0,kg,ha?,True,এমওপি 190 কেজি
spice,aromatic ginger (Kaempferia),একাঙ্গী,451,4,gypsum,110.0,110.0,kg,ha?,True,জিপসাম 110 কেজি
spice,aromatic ginger (Kaempferia),একাঙ্গী,451,5,zinc_sulphate,3.0,3.0,kg,ha?,True,জিংক সালফেট 3 কেজি
spice,chives,চিভ,454,0,cowdung,5.0,5.0,t,ha?,True,গোবর 5 টন
spice,chives,চিভ,454,1,urea,140.0,140.0,kg,ha?,True,ইউরিয়া 140 কেজি
spice,chives,চিভ,454,2,tsp,200.0,200.0,kg,ha?,True,টিএসপি 200 কেজি
spice,chives,চিভ,454,3,mop,90.0,90.0,kg,ha?,True,এমওপি 90 কেজি
spice,chives,চিভ,454,4,gypsum,50.0,50.0,kg,ha?,True,জিপসাম 50 কেজি
spice,mint,পুদিনা,456,0,cowdung,5.0,5.0,t,ha,True,গোবর 5 টন
spice,mint,পুদিনা,456,1,urea,225.0,225.0,kg,ha,True,ইউরিয়া 225 কেজি
spice,mint,পুদিনা,456,2,tsp,275.0,275.0,kg,ha,True,টিএসপি 275 কেজি
spice,mint,পুদিনা,456,3,mop,180.0,180.0,kg,ha,True,এমওপি 180 কেজি
spice,mint,পুদিনা,456,4,gypsum,110.0,110.0,kg,ha,True,জিপসাম 110 কেজি
grain,barley,বার্লি,463,0,urea,150.0,180.0,kg,ha,True,ইউরিয়া 150-180 কেজি
grain,barley,বার্লি,463,1,tsp,100.0,125.0,kg,ha,True,টিএসপি 100-125 কেজি
grain,barley,বার্লি,463,2,mop,100.0,120.0,kg,ha,True,এমওপি 100-120 কেজি
grain,barley,বার্লি,463,3,gypsum,40.0,60.0,kg,ha,True,জিপসাম 40-60 কেজি
grain,barley,বার্লি,463,4,zinc_sulphate,3.0,5.0,kg,ha,True,জিংক সালফেট 3-5 কেজি
grain,proso millet,চিনা,464,0,urea,130.0,170.0,kg,ha,True,ইউরিয়া 130-170 কেজি
grain,proso millet,চিনা,464,1,tsp,100.0,125.0,kg,ha,True,টিএসপি 100-125 কেজি
grain,proso millet,চিনা,464,2,mop,80.0,90.0,kg,ha,True,এমওপি 80-90 কেজি
grain,proso millet,চিনা,464,3,gypsum,45.0,55.0,kg,ha,True,জিপসাম 45-55 কেজি
grain,proso millet,চিনা,464,4,zinc_sulphate,3.0,4.0,kg,ha,True,জিংক সালফেট 3-4 কেজি
grain,chia,চিয়ার,468,0,urea,150.0,150.0,kg,ha,True,ইউরিয়া: 150 কেজি
grain,chia,চিয়ার,468,1,mop,60.0,60.0,kg,ha,True,মিউরেট অব পটাশ: 60 কেজি
grain,chia,চিয়ার,468,2,tsp,80.0,80.0,kg,ha,True,টিএসপি: 80 কেজি
grain,chia,চিয়ার,468,3,tsp,1.0,1.0,kg,ha,False,টিএসপি সার 1
grain,sorghum,জোয়ার,469,0,cowdung,5.0,7.0,t,ha,True,গোবর সার 5-7 টন
grain,sorghum,জোয়ার,469,1,urea,260.0,260.0,kg,ha,True,ইউরিয়া 260 কেজি
grain,sorghum,জোয়ার,469,2,tsp,300.0,300.0,kg,ha,True,টিএসপি 300 কেজি
grain,sorghum,জোয়ার,469,3,mop,100.0,100.0,kg,ha,True,এমওপি 100 কেজি
grain,sorghum,জোয়ার,469,4,gypsum,45.0,55.0,kg,ha,True,জিপসাম 45-55 কেজি
grain,sorghum,জোয়ার,469,5,zinc_sulphate,3.0,4.0,kg,ha,True,জিংক সালফেট 3-4 কেজি
grain,finger millet,রাঘী,471,0,urea,120.0,120.0,kg,ha,True,ইউরিয়া 120
grain,finger millet,রাঘী,471,1,mop,40.0,40.0,kg,ha,True,মিউরেট অব পটাশ 40
grain,finger millet,রাঘী,471,2,tsp,150.0,150.0,kg,ha,True,টিএসপি 150
grain,finger millet,রাঘী,471,3,tsp,1.0,1.0,kg,ha,False,টিএসপি সার 1
grain,oat,ওট,472,0,urea,190.0,200.0,kg,ha,True,ইউরিয়া 190-200
grain,oat,ওট,472,1,tsp,120.0,130.0,kg,ha,True,টিএসপি 120-130
grain,oat,ওট,472,2,mop,40.0,50.0,kg,ha,True,এমওপি 40-50
grain,oat,ওট,472,3,cowdung,5.0,10.0,t,ha,True,জৈব সার 5000-10000
grain,buckwheat,ঢেমশী,474,0,urea,130.0,130.0,kg,ha,True,ইউরিয়া 130 কেজি
grain,buckwheat,ঢেমশী,474,1,tsp,20.0,20.0,kg,ha,True,টিএসপি 20 কেজি
grain,buckwheat,ঢেমশী,474,2,mop,40.0,40.0,kg,ha,True,মিউরেট অব পটাশ 40 কেজি
grain,quinoa,কিনোয়া,475,0,urea,130.0,130.0,kg,ha,True,ইউরিয়া 130 কেজি
grain,quinoa,কিনোয়া,475,1,tsp,20.0,20.0,kg,ha,True,টিএসপি 20 কেজি
grain,quinoa,কিনোয়া,475,2,mop,40.0,40.0,kg,ha,True,মিউরেট অব পটাশ 40 কেজি
grain,quinoa,কিনোয়া,475,3,urea,120.0,120.0,kg,ha,True,ইউরিয়া 120 কেজি
grain,quinoa,কিনোয়া,475,4,tsp,150.0,150.0,kg,ha,True,টিএসপি 150 কেজি
grain,quinoa,কিনোয়া,475,5,mop,40.0,40.0,kg,ha,True,মিউরেট অব পটাশ 40 কেজি
grain,quinoa,কিনোয়া,475,6,tsp,1.0,1.0,kg,ha,False,টিএসপি সার 1
