site_id,name,district,lat,lon,shape_id
ADM3_Mohammadpur_792291,Mohammadpur,,23.4009,89.5523,5055444B50148309792291
ADM3_Mohanganj,Mohanganj,,24.8268,91.0237,5055444B90444582723877
ADM3_Mohanpur,Mohanpur,,24.5536,88.6403,5055444B74655378820598
ADM3_Mollahat,Mollahat,,22.8827,89.7733,5055444B47603984491155
ADM3_Mongla,Mongla,,22.3313,89.6749,5055444B32061612470944
ADM3_Morrelganj,Morrelganj,,22.4838,89.8336,5055444B56461064683403
ADM3_Motijheel,Motijheel,,23.7347,90.4215,5055444B92723626214353
ADM3_MujibNagar,Mujib Nagar,,23.6683,88.6213,5055444B97958802920528
ADM3_Muksudpur,Muksudpur,,23.2667,89.9144,5055444B82620831567558
ADM3_Muktagachha,Muktagachha,,24.743,90.2038,5055444B43282791113331
ADM3_Muladi,Muladi,,22.9526,90.3759,5055444B40910797955149
ADM3_MunshiganjSadar,Munshiganj Sadar,,23.4865,90.5276,5055444B71946296416416
ADM3_Muradnagar,Muradnagar,,23.6776,90.9437,5055444B46038543043233
ADM3_MymensinghSadar,Mymensingh Sadar,,24.7746,90.3614,5055444B90775494635734
ADM3_Nabiganj,Nabiganj,,24.5696,91.5444,5055444B95626234950113
ADM3_Nabinagar,Nabinagar,,23.8635,90.9804,5055444B46982243115028
ADM3_Nachole,Nachole,,24.7267,88.3964,5055444B4211226512154
ADM3_Nagarkanda,Nagarkanda,,23.4373,89.8944,5055444B32574655365855
ADM3_Nagarpur,Nagarpur,,24.0477,89.8742,5055444B94760569525433
ADM3_Nageshwari,Nageshwari,,25.9585,89.7401,5055444B88377635255294
ADM3_Naikhongchhari,Naikhongchhari,,21.469,92.2287,5055444B3274428108722
ADM3_Nakla,Nakla,,24.9568,90.1836,5055444B95271208193973
ADM3_Nalchity,Nalchity,,22.6007,90.2736,5055444B67892409347150
ADM3_Nalitabari,Nalitabari,,25.1175,90.1835,5055444B16793155331867
ADM3_Nandail,Nandail,,24.5502,90.677,5055444B36065227637036
ADM3_Nandigram,Nandigram,,24.6813,89.2268,5055444B95396653214812
ADM3_Nangalkot,Nangalkot,,23.1401,91.2093,5055444B76725439062785
ADM3_Naniarchar,Naniarchar,,22.8217,92.0694,5055444B1204952470090
ADM3_NaogaonSadar,Naogaon Sadar,,24.811,88.8981,5055444B48392577301269
ADM3_NarailSadar,Narail Sadar,,23.1546,89.4948,5055444B86380402084799
ADM3_NarayanganjSadar,Narayanganj Sadar,,23.6275,90.4811,5055444B24324023791660
ADM3_Naria,Naria,,23.3046,90.4273,5055444B74474908989262
ADM3_NarsingdiSadar,Narsingdi Sadar,,23.8667,90.7082,5055444B56950685480062
ADM3_Nasirnagar,Nasirnagar,,24.1822,91.1875,5055444B53942313768557
ADM3_NatoreSadar,Natore Sadar,,24.4432,88.9841,5055444B49495174582406
ADM3_Nawabganj_222310,Nawabganj,,23.6735,90.1608,5055444B6233610222310
ADM3_Nawabganj_718336,Nawabganj,,25.4204,89.0916,5055444B29878683718336
ADM3_NawabganjSadar,Nawabganj Sadar,,24.5649,88.258,5055444B78695242801039
ADM3_Nazirpur,Nazirpur,,22.7703,89.9743,5055444B52021808696745
ADM3_NesarabadSwarupkati,Nesarabad (Swarupkati),,22.7226,90.0857,5055444B29300824944570
ADM3_NetrokonaSadar,Netrokona Sadar,,24.8868,90.7374,5055444B11666029706524
ADM3_NewMarket,New Market,,23.7355,90.3808,5055444B9752476477947
ADM3_Niamatpur,Niamatpur,,24.8285,88.5515,5055444B35482632168622
ADM3_Nikli,Nikli,,24.3368,90.9631,5055444B31777377596981
ADM3_NilphamariSadar,Nilphamari Sadar,,25.9417,88.8548,5055444B81704367582691
ADM3_NoakhaliSadarSudharam,Noakhali Sadar (Sudharam),,22.8024,91.0606,5055444B59544750070179
ADM3_Paba,Paba,,24.4022,88.6004,5055444B6547949128734
ADM3_PabnaSadar,Pabna Sadar,,23.9938,89.2814,5055444B21601893255114
ADM3_Pahartali,Pahartali,,22.3596,91.7728,5055444B18185339389693
ADM3_Paikgachha,Paikgachha,,22.5906,89.3403,5055444B32742026242546
ADM3_Pakundia,Pakundia,,24.3206,90.6926,5055444B2198312346565
ADM3_Palash,Palash,,23.9538,90.6494,5055444B96134179230312
ADM3_Palashbari,Palashbari,,25.2636,89.3967,5055444B31221494753785
ADM3_Pallabi,Pallabi,,23.8254,90.3683,5055444B7396550141885
ADM3_Paltan,Paltan,,23.735,90.4139,5055444B25185864846738
ADM3_PanchagarhSadar,Panchagarh Sadar,,26.3674,88.5818,5055444B34393793043573
ADM3_Panchbibi,Panchbibi,,25.2022,89.0704,5055444B1649196171252
ADM3_Panchhari,Panchhari,,23.3197,91.9101,5055444B74503201942965
ADM3_Panchlaish,Panchlaish,,22.3734,91.8288,5055444B64565543707518
ADM3_Pangsha,Pangsha,,23.7878,89.3869,5055444B93889096596285
ADM3_Parbatipur,Parbatipur,,25.6188,88.9256,5055444B76537033079747
ADM3_Parshuram,Parshuram,,23.2013,91.4397,5055444B3242961930205
ADM3_Patenga,Patenga,,22.263,91.7958,5055444B40707250714885
ADM3_Patgram,Patgram,,26.347,89.0256,5055444B98087879130234
ADM3_Patharghata,Patharghata,,22.0941,89.9658,5055444B56621242326739
ADM3_Patiya,Patiya,,22.292,91.964,5055444B19774112487674
ADM3_Patnitala,Patnitala,,25.0754,88.7165,5055444B91431094862758
ADM3_PatuakhaliSadar,Patuakhali Sadar,,22.3358,90.329,5055444B33989432035169
ADM3_Pekua,Pekua,,21.8182,91.9527,5055444B9589532337582
ADM3_Phulbari,Phulbari,,25.9481,89.5713,5055444B25764140823276
ADM3_Phulpur,Phulpur,,24.9085,90.4064,5055444B96560704124015
ADM3_Phultala,Phultala,,22.9565,89.4419,5055444B58469671805988
ADM3_Pirgachha,Pirgachha,,25.6652,89.42,5055444B86740606942965
ADM3_Pirganj_117283,Pirganj,,25.4237,89.2743,5055444B35718531117283
ADM3_Pirganj_912558,Pirganj,,25.8412,88.3679,5055444B42154785912558
ADM3_PirojpurSadar,Pirojpur Sadar,,22.6086,89.9811,5055444B11684382381514
ADM3_Porsha,Porsha,,24.9922,88.5177,5055444B54487127643063
ADM3_Purbadhala,Purbadhala,,24.9338,90.602,5055444B54942136795919
ADM3_Puthia,Puthia,,24.411,88.8274,5055444B90282468448704
ADM3_Rajapur,Rajapur,,22.5507,90.131,5055444B90978043630705
ADM3_Rajarhat,Rajarhat,,25.7861,89.5424,5055444B93678014899997
ADM3_Rajasthali,Rajasthali,,22.3785,92.2416,5055444B15060771373546
ADM3_RajbariSadar,Rajbari Sadar,,23.7175,89.6542,5055444B85021187940919
ADM3_Rajnagar,Rajnagar,,24.5653,91.8608,5055444B11792824344189
ADM3_Rajoir,Rajoir,,23.2013,90.037,5055444B47802764053873
ADM3_Rajpara,Rajpara,,24.377,88.5672,5055444B47903202093493
ADM3_Ramganj,Ramganj,,23.0989,90.8726,5055444B57812164143880
ADM3_Ramgarh,Ramgarh,,22.935,91.831,5055444B38799821527712
ADM3_Ramgati,Ramgati,,22.6654,90.9468,5055444B89015715919581
ADM3_Ramna,Ramna,,23.7483,90.4059,5055444B66987540891927
ADM3_Rampal,Rampal,,22.5914,89.6522,5055444B66391023963948
ADM3_Rampura,Rampura,,23.7606,90.4209,5055444B30627422876303
ADM3_Ramu,Ramu,,21.4408,92.1211,5055444B73950402088749
ADM3_RangamatiSadar,Rangamati Sadar,,22.6365,92.199,5055444B57589177592395
ADM3_RangpurSadar,Rangpur Sadar,,25.7459,89.2124,5055444B60964273253151
ADM3_Rangunia,Rangunia,,22.465,92.0666,5055444B52491986806664
ADM3_Raninagar,Raninagar,,24.7107,89.0218,5055444B30475124532663
ADM3_Ranisankail,Ranisankail,,25.9401,88.2458,5055444B74943148977386
ADM3_Raozan,Raozan,,22.5208,91.917,5055444B26554901820582
ADM3_Raumari,Raumari,,25.5915,89.8275,5055444B84227309830947
ADM3_Rowangchhari,Rowangchhari,,22.2091,92.3397,5055444B74571408942121
ADM3_Royganj,Royganj,,24.4923,89.5156,5055444B16102075953805
ADM3_Roypur,Roypur,,23.0003,90.7312,5055444B1613484588697
ADM3_Roypura,Roypura,,23.9602,90.8721,5055444B39659813181832
ADM3_Ruma,Ruma,,22.0126,92.4294,5055444B15740177551005
ADM3_Rupganj,Rupganj,,23.8128,90.5388,5055444B98720015841654
ADM3_Rupsa,Rupsa,,22.8203,89.6364,5055444B36775211946071
ADM3_Sabujbagh,Sabujbagh,,23.7346,90.4421,5055444B47617762942552
ADM3_Sadarpur,Sadarpur,,23.4959,90.0526,5055444B68847835082367
ADM3_Sadullapur,Sadullapur,,25.3948,89.4264,5055444B23601063726349
ADM3_Saghatta,Saghatta,,25.1234,89.5638,5055444B53491444498319
ADM3_Saidpur,Saidpur,,25.8028,88.9221,5055444B15265131690562
ADM3_Sakhipur,Sakhipur,,24.3066,90.1728,5055444B2662823308468
ADM3_Saltha,Saltha,,23.42,89.7997,5055444B68654289756116
ADM3_Sandwip,Sandwip,,22.4912,91.491,5055444B38303257659951
ADM3_Santhia,Santhia,,24.0422,89.5168,5055444B30152429816544
ADM3_Sapahar,Sapahar,,25.1182,88.5303,5055444B68995178117667
ADM3_Sarail,Sarail,,24.1032,91.1122,5055444B36413802235947
ADM3_Sarankhola,Sarankhola,,22.2253,89.8144,5055444B91761091581926
ADM3_Sariakandi,Sariakandi,,24.8812,89.6141,5055444B56899132484318
ADM3_Sarishabari,Sarishabari,,24.7186,89.8304,5055444B77410212597117
ADM3_Satkania,Satkania,,22.1045,92.0605,5055444B15331282943417
ADM3_SatkhiraSadar,Satkhira Sadar,,22.721,89.0386,5055444B68417393184011
ADM3_Saturia,Saturia,,23.9575,90.0016,5055444B13608186326056
ADM3_Savar,Savar,,23.8811,90.2807,5055444B14680374784380
ADM3_Senbagh,Senbagh,,22.9924,91.2121,5055444B94204865824830
ADM3_Serajdikhan,Serajdikhan,,23.5978,90.3563,5055444B42865599243727
ADM3_ShahAli,Shah Ali,,23.8116,90.3475,5055444B88449011386405
ADM3_ShahMakhdum,Shah Makhdum,,24.4029,88.6086,5055444B12266298386193
ADM3_Shahbagh,Shahbagh,,23.7326,90.3993,5055444B26697181188091
ADM3_Shahjadpur,Shahjadpur,,24.1628,89.6301,5055444B61931792811678
ADM3_Shahrasti,Shahrasti,,23.2087,90.9569,5055444B68903355888510
ADM3_Shailkupa,Shailkupa,,23.6634,89.2422,5055444B71336622802607
ADM3_Shajahanpur,Shajahanpur,,24.7601,89.375,5055444B26369547392038
ADM3_Shalikha,Shalikha,,23.3481,89.3585,5055444B40078895461279
ADM3_ShariatpurSadar,Shariatpur Sadar,,23.2161,90.3159,5055444B47272791978719
ADM3_Sharsha,Sharsha,,23.0449,88.9407,5055444B18695908729515
ADM3_SherebanglaNagar,Sher-e-bangla Nagar,,23.7699,90.3757,5055444B71144810702424
ADM3_Sherpur,Sherpur,,24.6291,89.4223,5055444B70149320100288
ADM3_SherpurSadar,Sherpur Sadar,,24.9929,90.0199,5055444B8502207940741
ADM3_ShibChar,Shib Char,,23.3754,90.1742,5055444B86703057545377
ADM3_Shibalaya,Shibalaya,,23.8383,89.8102,5055444B74745553133953
ADM3_Shibganj_340057,Shibganj,,25.0166,89.3067,5055444B6771742340057
ADM3_Shibganj_581700,Shibganj,,24.7043,88.1548,5055444B62264346581700
ADM3_Shibpur,Shibpur,,24.026,90.7454,5055444B16111921801
ADM3_Shyamnagar,Shyamnagar,,22.2236,89.1612,5055444B91970115546789
ADM3_Shyampur,Shyampur,,23.6971,90.4299,5055444B82614645252879
ADM3_Singair,Singair,,23.7834,90.1543,5055444B61145755581844
ADM3_Singra,Singra,,24.5241,89.186,5055444B99745031093411
ADM3_SirajganjSadar,Sirajganj Sadar,,24.494,89.6885,5055444B98549548680688
ADM3_Sitakunda,Sitakunda,,22.5588,91.6828,5055444B64235181700103
ADM3_Sonadanga,Sonadanga,,22.8197,89.5425,5055444B25330959395307
ADM3_Sonagazi,Sonagazi,,22.8655,91.395,5055444B14188015816574
ADM3_Sonaimuri,Sonaimuri,,23.0262,91.0777,5055444B89790535635406
ADM3_Sonargaon,Sonargaon,,23.6756,90.5933,5055444B64704613710909
ADM3_Sonatola,Sonatola,,24.9971,89.514,5055444B64677126820268
ADM3_Sreebardi,Sreebardi,,25.1656,89.9549,5055444B4323491857941
ADM3_Sreemangal,Sreemangal,,24.301,91.698,5055444B61286165049189
ADM3_Sreenagar,Sreenagar,,23.547,90.2632,5055444B3417610497527
ADM3_Sreepur_171075,Sreepur,,24.2052,90.4431,5055444B53188311171075
ADM3_Sreepur_021808,Sreepur,,23.5963,89.4244,5055444B72092725021808
ADM3_Subarnachar,Subarnachar,,22.637,91.1277,5055444B25255559930535
ADM3_Sujanagar,Sujanagar,,23.8967,89.5127,5055444B66896198128187
ADM3_Sulla,Sulla,,24.6864,91.2569,5055444B90768873722388
ADM3_SunamganjSadar,Sunamganj Sadar,,25.0508,91.3955,5055444B97560692768354
ADM3_Sundarganj,Sundarganj,,25.51,89.564,5055444B52225315755922
ADM3_Sutrapur,Sutrapur,,23.7137,90.4174,5055444B49503871645568
ADM3_SylhetSadar,Sylhet Sadar,,24.9413,91.8474,5055444B38529052727167
ADM3_Tahirpur,Tahirpur,,25.1281,91.1633,5055444B95452950620517
ADM3_Tala,Tala,,22.7401,89.2105,5055444B51023191617559
ADM3_TangailSadar,Tangail Sadar,,24.2564,89.8661,5055444B87492899662704
ADM3_Tanore,Tanore,,24.6202,88.5312,5055444B20385993089689
ADM3_Taraganj,Taraganj,,25.7806,89.0334,5055444B41041723149943
ADM3_Tarail,Tarail,,24.5503,90.8908,5055444B72148073143785
ADM3_Tarash,Tarash,,24.4431,89.3581,5055444B40057720303666
ADM3_Tazumuddin,Tazumuddin,,22.404,90.8164,5055444B2612720248468
ADM3_Tejgaon,Tejgaon,,23.7629,90.3917,5055444B91995345267504
ADM3_TejgaonIndArea,Tejgaon Ind. Area,,23.7646,90.4032,5055444B57500985162038
ADM3_Teknaf,Teknaf,,20.9961,92.2224,5055444B37552741338938
ADM3_Tentulia,Tentulia,,26.5134,88.4298,5055444B24539740757234
ADM3_Terokhada,Terokhada,,22.9126,89.6543,5055444B83461070324075
ADM3_ThakurgaonSadar,Thakurgaon Sadar,,26.0707,88.4644,5055444B92466625108630
ADM3_Thanchi,Thanchi,,21.6372,92.531,5055444B32847645930703
ADM3_Titas,Titas,,23.5897,90.797,5055444B67482191059434
ADM3_Tongibari,Tongibari,,23.4761,90.4527,5055444B54809057308219
ADM3_Trishal,Trishal,,24.5639,90.4093,5055444B56674431526223
ADM3_TungiPara,Tungi Para,,22.9256,89.9045,5055444B95964430529833
ADM3_Turag,Turag,,23.8599,90.3666,5055444B30733148378014
ADM3_Ukhia,Ukhia,,21.2295,92.1159,5055444B67012705011880
ADM3_Ulipur,Ulipur,,25.6891,89.6689,5055444B25253769673904
ADM3_UllahPara,Ullah Para,,24.3273,89.5181,5055444B69566265360354
ADM3_UttarKhan,Uttar Khan,,23.8746,90.4448,5055444B65870568835453
ADM3_Uttara,Uttara,,23.8721,90.394,5055444B45163668529800
ADM3_Wazirpur,Wazirpur,,22.8656,90.1659,5055444B71045315974475
ADM3_Zakiganj,Zakiganj,,24.926,92.3671,5055444B92630668918235
ADM3_Zanjira,Zanjira,,23.3655,90.3183,5055444B37868983096118
ADM3_Zianagar,Zianagar,,22.4657,89.9345,5055444B71206516737064
