site_id,name,district,lat,lon,stress,why
UP_SOHRA,Sohra (Cherrapunji),Meghalaya (India),25.27,91.73,upstream-rain,"Rain on the Meghalaya plateau drains into the Sunamganj haors within 1-3 days: the flash-flood trigger"
